name,price,speed,color,cas_latency,module_count,module_capacity_gb,brand
Corsair Vengeance RGB Pro 16 GB,1499.6,"4,3600",Black,18.0,2,8,Corsair
G.Skill Trident Z Royal 16 GB,3380.0,"4,4000",Silver,15.0,2,8,G.Skill
Corsair Dominator Platinum RGB 32 GB,3521.2,"4,3200",White,16.0,4,8,Corsair
Corsair Dominator Platinum RGB 32 GB,4019.8,"5,7000",Black,34.0,2,16,Corsair
Kingston FURY Renegade 32 GB,2799.8,"5,6400",Silver / White,32.0,2,16,Kingston
G.Skill Ripjaws S5 32 GB,3921.8,"5,5200",White,36.0,2,16,G.Skill
TEAMGROUP T-Force Vulcan 32 GB,1699.8,"5,5600",Black,38.0,2,16,TeamGroup
G.Skill Ripjaws 16 GB,1193.59,"3,1066",Black / Red,7.0,4,4,G.Skill
G.Skill Ripjaws X 16 GB,1131.2,"3,1866",Black / Red,10.0,2,8,G.Skill
Thermaltake TOUGHRAM XG RGB 16 GB,4499.59,"4,4600",Black / Silver,19.0,2,8,Thermaltake
Timetec PINNACLE Konduit 32 GB,1399.8,"4,3200",Black,16.0,1,32,Timetec
TEAMGROUP T-Force Vulcan 64 GB,2999.8,"5,5200",Red,40.0,2,32,TeamGroup
G.Skill F3-12800CL9S-2GBSQ 2 GB,273.6,"3,1600",Green,9.0,1,2,G.Skill
G.Skill Ares 16 GB,859.8,"3,1600",Blue,9.0,2,8,G.Skill
Crucial CT2K8G4DFS832A 16 GB,1289.6,"4,3200",Green / Black,22.0,2,8,Crucial
Silicon Power SP016GBLVU560F02 16 GB,1089.0,"5,5600",Black,46.0,1,16,Silicon Power
Patriot Signature Line 4 GB,429.79,"4,2400",Black / Green,16.0,1,4,Patriot
G.Skill Aegis 16 GB,1206.0,"4,3000",Red / Black,16.0,1,16,G.Skill
G.Skill Ripjaws 16 GB,680.0,"4,2400",Black / Blue,16.0,1,16,G.Skill
Patriot Signature Line 16 GB,759.8,"5,4800",Black,46.0,1,16,Patriot
Crucial CT32G52C42S5 32 GB,1999.8,"5,5200",Black,42.0,1,32,Crucial
Kingston Fury Renegade RGB 24 GB,4217.6,"5,7200",Silver / Black,38.0,1,24,Kingston
G.Skill Ripjaws S5 32 GB,2099.79,"5,6000",White,32.0,2,16,G.Skill
Kingston FURY Beast 16 GB,2418.6,"5,6400",White,32.0,1,16,Kingston
Corsair Vengeance LPX 32 GB,3459.8,"4,3200",Black / Yellow,16.0,4,8,Corsair
TEAMGROUP Elite 64 GB,3199.8,"4,3200",Black,22.0,2,32,TeamGroup
G.Skill Trident Z Royal 64 GB,5267.4,"4,3600",Silver,16.0,2,32,G.Skill
TEAMGROUP Elite Plus 32 GB,1579.6,"5,4800",Silver,40.0,1,32,TeamGroup
G.Skill Trident Z5 Neo RGB 32 GB,3741.39,"5,5600",Black,30.0,2,16,G.Skill
Kingston Fury Renegade RGB 24 GB,2575.19,"5,6400",Silver / Black,32.0,1,24,Kingston
Crucial CT3KIT51264BA160B 12 GB,739.4,"3,1600",Black / Green,11.0,3,4,Crucial
Kingston KCP426NS8/8 8 GB,569.79,"4,2666",Green / Black,19.0,1,8,Kingston
Crucial CT2K16G4RFS4266 32 GB,1899.8,"4,2666",Green / Black,19.0,2,16,Crucial
G.Skill Trident Z Neo 64 GB,8420.0,"4,3600",Silver / Black,18.0,4,16,G.Skill
Mushkin Enhanced Redline Stiletto 16 GB,878.0,"4,3200",Black,16.0,2,8,Mushkin
G.Skill Value 8 GB,778.4,"4,2400",Black,17.0,1,8,G.Skill
Corsair Vengeance RGB 32 GB,2399.79,"5,5600",Black / Gray,36.0,2,16,Corsair
Corsair Vengeance LP 16 GB,1559.6,"3,1600",Black / Yellow,9.0,2,8,Corsair
Kingston KVR21L15Q4/32 32 GB,3598.6,"4,2133",Black / Green,15.0,1,32,Kingston
G.Skill Aegis 8 GB,648.0,"4,2400",Black / Red,15.0,2,4,G.Skill
Crucial CT2K8G4DFS8213 16 GB,1999.6,"4,2133",Black / Green,15.0,2,8,Crucial
Corsair Vengeance RGB Pro SL 32 GB,3359.8,"4,3200",Black,16.0,4,8,Corsair
Kingston FURY Beast 16 GB,1524.4,"4,3733",Black,19.0,1,16,Kingston
TEAMGROUP Elite 16 GB,859.8,"5,5600",Black,46.0,1,16,TeamGroup
Kingston FURY Impact 16 GB,1359.4,"5,6000",Black,38.0,1,16,Kingston
Mushkin Redline ST 32 GB,2299.79,"5,6400",Black,32.0,2,16,Mushkin
Corsair Vengeance RGB Pro SL 64 GB,3633.0,"4,3200",Black,16.0,2,32,Corsair
Kingston FURY 64 GB,4034.2,"5,5200",White,40.0,2,32,Kingston
TEAMGROUP T-Force Delta RGB 48 GB,4199.8,"5,7600",Black,36.0,2,24,TeamGroup
Corsair Vengeance LPX 32 GB,3159.8,"4,4000",Black / Yellow,19.0,4,8,Corsair
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,3598.6,"4,3200",Green,22.0,1,32,Crucial
Patriot Viper Steel RGB 16 GB,939.8,"4,3200",Black,18.0,1,16,Patriot
Crucial CT2K16G4DFD832A 32 GB,2099.79,"4,3200",Green / Black,22.0,2,16,Crucial
Thermaltake TOUGHRAM XG RGB 64 GB,11099.6,"4,4000",Black / Silver,19.0,2,32,Thermaltake
Kingston Fury Renegade RGB 16 GB,2519.79,"5,8000",Silver / Black,38.0,1,16,Kingston
TEAMGROUP T-Force Delta RGB Eco 32 GB,2159.79,"5,6400",Silver,32.0,2,16,TeamGroup
G.Skill Ripjaws X 32 GB,2406.0,"3,2133",Black / Blue,10.0,4,8,G.Skill
Kingston FURY Renegade 32 GB,1999.8,"4,3200",Black,16.0,1,32,Kingston
Kingston FURY Renegade Pro 128 GB,18720.0,"5,6400",Black,32.0,4,32,Kingston
Kingston FURY Beast RGB 32 GB,4330.2,"5,6000",Black,30.0,2,16,Kingston
Corsair Dominator 8 GB,3700.0,"3,1600",Black / Blue,8.0,4,2,Corsair
Crucial CT2KIT51264BA160B 8 GB,624.0,"3,1600",Green,11.0,2,4,Crucial
Crucial CT2KIT204864BF160B 32 GB,5995.8,"3,1600",Black / Green,11.0,2,16,Crucial
Kingston KSM26ED8/32ME 32 GB,2977.6,"4,2666",Green,19.0,1,32,Kingston
Corsair Dominator Platinum RGB 32 GB,2979.8,"5,5600",Black / Silver,36.0,2,16,Corsair
V-Color TRA524G80S840R3Q 96 GB,27839.8,"5,8000",White,40.0,4,24,V-Color
G.Skill NS 4 GB,408.8,"3,1333",Green,9.0,2,2,G.Skill
Crucial Ballistix Sport 8 GB,758.0,"3,1600",Black / Silver,9.0,2,4,Crucial
Kingston KVR16N11/2 2 GB,490.6,"3,1600",Green,11.0,1,2,Kingston
G.Skill Trident Z Royal 32 GB,5380.0,"4,3200",Gold,16.0,4,8,G.Skill
G.Skill Trident Z Royal Elite 64 GB,7048.6,"4,3600",Gold,16.0,4,16,G.Skill
G.Skill Ripjaws V 32 GB,2891.8,"4,2666",Black,19.0,1,32,G.Skill
TEAMGROUP T-Force Vulcan Z 32 GB,3093.8,"4,3600",Gray,18.0,1,32,TeamGroup
Kingston FURY Beast RGB 8 GB,2118.0,"5,5600",Black,40.0,1,8,Kingston
Crucial CT16G4DFRA266 16 GB,729.4,"4,2666",Green,19.0,1,16,Crucial
Kingston FURY Impact 32 GB,1999.8,"5,5600",Black,40.0,1,32,Kingston
Kingston FURY Impact 16 GB,1200.0,"4,3200",Black,20.0,2,8,Kingston
G.Skill Ripjaws 64 GB,4099.8,"5,5600",Black,40.0,2,32,G.Skill
G.Skill Trident Z5 RGB 32 GB,3484.6,"5,5600",White / Black,30.0,2,16,G.Skill
Kingston FURY Impact 16 GB,1214.59,"4,3200",Black,20.0,1,16,Kingston
G.Skill Trident Z RGB 64 GB,6018.8,"4,3600",Black,16.0,2,32,G.Skill
Corsair Dominator Platinum RGB 64 GB,4599.8,"5,5600",Black,40.0,2,32,Corsair
Kingston FURY Renegade 32 GB,3541.8,"5,6800",White / Silver,36.0,2,16,Kingston
Kingston FURY Renegade Pro 32 GB,4119.8,"5,5600",Black,28.0,1,32,Kingston
G.Skill Trident Z RGB 16 GB,2498.4,"4,3600",Black,17.0,2,8,G.Skill
Samsung M391A2K43BB1-CRC 16 GB,1179.59,"4,2400",Green,17.0,1,16,Samsung
G.Skill Sniper 16 GB,1214.2,"3,2400",Black / Red,11.0,2,8,G.Skill
Kingston FURY Renegade 16 GB,2496.0,"5,8000",Silver / White,38.0,1,16,Kingston
G.Skill Trident Z5 RGB 32 GB,2560.6,"5,6000",Silver / Black,40.0,2,16,G.Skill
Kingston FURY Beast 8 GB,1198.8,"5,4800",Black,38.0,1,8,Kingston
G.Skill Sniper X 32 GB,2414.79,"4,3600",Black / White,19.0,2,16,G.Skill
Crucial CT2K32G52C42U5 64 GB,3799.0,"5,5200",Black,42.0,2,32,Crucial
Kingston FURY Renegade Pro 16 GB,2299.79,"5,4800",Black,36.0,1,16,Kingston
G.Skill Ripjaws X 8 GB,652.0,"3,1866",Black / Red,10.0,1,8,G.Skill
Crucial CT102472BA186D 8 GB,799.4,"3,1866",Green / Black,13.0,1,8,Crucial
Thermaltake TOUGHRAM RGB 16 GB,2900.0,"4,4400",White / Silver,19.0,2,8,Thermaltake
G.Skill Trident Z Royal 64 GB,14390.4,"4,3600",Silver,14.0,8,8,G.Skill
Kingston FURY Impact 32 GB,1899.8,"5,4800",Black,38.0,2,16,Kingston
Kingston FURY Renegade 32 GB,4079.6,"5,7600",Silver / Black,38.0,2,16,Kingston
Kingston FURY Beast 16 GB,1559.6,"5,6400",Black,32.0,1,16,Kingston
Kingston ValueRAM 2 GB,269.8,"2,667",Green,5.0,1,2,Kingston
Kingston KVR16N11S8/4 4 GB,391.4,"3,1600",Green,11.0,1,4,Kingston
Corsair Dominator Platinum 8 GB,3366.8,"4,2800",Black / Silver,15.0,2,4,Corsair
Corsair Dominator Platinum RGB 32 GB,2238.6,"4,3200",Black,16.0,2,16,Corsair
TEAMGROUP T-Create Classic 32 GB,1499.6,"5,5600",Black,46.0,1,32,TeamGroup
Kingston FURY Beast 32 GB,2959.8,"5,6400",Black,32.0,1,32,Kingston
Crucial CT2KIT25664AA800 4 GB,629.79,"2,800",Green,6.0,2,2,Crucial
Crucial CT25664BA1339 2 GB,299.8,"3,1333",Green,9.0,1,2,Crucial
Kingston KTD-PE316LLQ/32G 32 GB,5017.0,"3,1600",Silver,11.0,1,32,Kingston
G.Skill Trident Z RGB 16 GB,5895.8,"4,3200",Black,14.0,2,8,G.Skill
Kingston Fury Renegade RGB 64 GB,9840.0,"4,3600",Black / Silver,16.0,4,16,Kingston
PNY XLR8 Gaming EPIC-X RGB 16 GB,2161.8,"4,3200",White,16.0,2,8,PNY
Kingston FURY Renegade 24 GB,2586.19,"5,7200",Silver / Black,38.0,1,24,Kingston
Crucial CT32G4RFD4266 32 GB,1299.6,"4,2666",Green / Black,19.0,1,32,Crucial
Corsair Vengeance 32 GB,2639.8,"5,6200",Black,36.0,2,16,Corsair
TEAMGROUP Xtreem 48 GB,3639.8,"5,7200",White,34.0,2,24,TeamGroup
Samsung M471A4G43MB1 32 GB,1679.4,"4,2666",Green / Black,19.0,1,32,Samsung
G.Skill Ares 16 GB,1881.2,"3,2400",Black / Blue,11.0,2,8,G.Skill
G.Skill Trident Z 32 GB,2300.0,"4,3200",Silver / White,16.0,2,16,G.Skill
G.Skill Trident Z5 RGB 64 GB,4199.8,"5,6000",White / Black,32.0,2,32,G.Skill
TEAMGROUP T-Force Delta RGB 64 GB,3379.8,"5,5600",Black,36.0,2,32,TeamGroup
Kingston FURY Renegade Pro 32 GB,3936.0,"5,4800",Black,36.0,1,32,Kingston
Kingston KVR16E11K4/32 32 GB,2475.6,"3,1600",Green,11.0,4,8,Kingston
TEAMGROUP T-Force Vulcan 32 GB,1859.8,"5,5600",Red,32.0,2,16,TeamGroup
TEAMGROUP T-Create Master 64 GB,8419.79,"5,6000",Black,32.0,4,16,TeamGroup
G.Skill Sniper 16 GB,1425.8,"3,2400",Black / Red,11.0,4,4,G.Skill
Corsair Vengeance RGB Pro 16 GB,1199.8,"4,3200",Black,16.0,2,8,Corsair
Klevv CRAS XR5 RGB 32 GB,2685.8,"5,7000",White / Black,36.0,2,16,Klevv
Kingston Fury Renegade RGB 16 GB,2519.79,"5,8000",Silver / White,38.0,1,16,Kingston
Corsair Vengeance 12 GB,1699.6,"3,1600",Black / Silver,9.0,3,4,Corsair
Crucial CT51264BD160BJ 4 GB,230.0,"3,1600",Black / Green,11.0,1,4,Crucial
Kingston ValueRAM 8 GB,859.0,"4,2133",Black / Green,15.0,1,8,Kingston
Corsair Vengeance RGB RT 16 GB,1199.8,"4,3600",Black,18.0,2,8,Corsair
Mushkin Silverline 16 GB,2142.4,"4,2133",Silver,15.0,1,16,Mushkin
Kingston FURY 32 GB,2796.8,"5,5200",White,40.0,1,32,Kingston
Silicon Power XPOWER Pulse Gaming 32 GB,2156.39,"5,5600",Black / White,40.0,2,16,Silicon Power
Kingston FURY Beast 32 GB,2883.0,"5,6400",White,32.0,1,32,Kingston
Kingston KVR13N9S8/4 4 GB,310.39,"3,1333",Green,9.0,1,4,Kingston
Patriot Viper 3 32 GB,3683.39,"3,1866",Black / Silver,10.0,4,8,Patriot
Kingston KVR13N9K3/24 24 GB,1999.8,"3,1333",Green,9.0,3,8,Kingston
Crucial CT4K16G4DFD8213 64 GB,7199.2,"4,2133",Black / Green,15.0,4,16,Crucial
TEAMGROUP Elite Plus 32 GB,1579.6,"5,4800",Black,40.0,1,32,TeamGroup
TEAMGROUP Elite 32 GB,1619.6,"4,3200",Black,22.0,2,16,TeamGroup
Lexar LD4AS032G-B3200GSST 32 GB,2630.6,"4,3200",Black,22.0,1,32,Lexar
Crucial CT16G3ERSLD4160B 16 GB,449.79,"3,1600",Black / Green,11.0,1,16,Crucial
G.Skill Trident Z RGB 128 GB,6499.8,"4,3200",Black,16.0,4,32,G.Skill
Crucial CT8G4SFS824A 8 GB,565.0,"4,2400",Green / Black,17.0,1,8,Crucial
Corsair Vengeance RGB Pro 32 GB,3960.0,"4,3000",Black,15.0,2,16,Corsair
Kingston FURY Beast 32 GB,3036.6,"5,6400",White,32.0,2,16,Kingston
Kingston FURY Beast 32 GB,4563.8,"5,6000",White,30.0,1,32,Kingston
Corsair Vengeance RGB RS 16 GB,1719.8,"4,3600",Black,18.0,1,16,Corsair
Patriot Viper Elite 5 RGB 32 GB,2199.79,"5,6600",White,36.0,2,16,Patriot
Kingston FURY Renegade Pro 16 GB,2392.19,"5,6000",Black,32.0,1,16,Kingston
Kingston Fury Beast RGB Special Edition 8 GB,799.8,"4,3600",White,17.0,1,8,Kingston
G.Skill NT 8 GB,1070.0,"4,2133",Black,15.0,2,4,G.Skill
Corsair Dominator Platinum RGB 16 GB,2033.8,"4,4000",White,19.0,2,8,Corsair
Kingston FURY Beast RGB 32 GB,3079.8,"5,6400",Black,32.0,1,32,Kingston
Crucial CT32G4DFD8266 32 GB,2553.0,"4,2666",Green / Black,19.0,1,32,Crucial
Corsair Vengeance RGB Pro SL 16 GB,1679.8,"4,3200",Black,16.0,2,8,Corsair
Corsair Vengeance RGB RT 16 GB,1473.4,"4,4000",Black,18.0,2,8,Corsair
Kingston ValueRAM 32 GB,1980.0,"4,2666",Green,19.0,1,32,Kingston
Kingston KSM48R40BS4TMM-32HMR 32 GB,2457.19,"5,4800",Green,40.0,1,32,Kingston
Corsair Vengeance RGB 64 GB,4279.8,"5,5600",White / Black,36.0,2,32,Corsair
Kingston FURY Renegade 16 GB,4186.39,"5,6000",Silver / White,32.0,1,16,Kingston
V-Color TRA548G68D834O 384 GB,67399.79,"5,6800",Black,34.0,8,48,V-Color
Kingston FURY Beast 32 GB,2610.0,"5,6000",White,30.0,1,32,Kingston
G.Skill Ripjaws 8 GB,690.6,"3,1600",Black / Red,9.0,2,4,G.Skill
Kingston KVR1333D3K2/2GR 2 GB,592.2,"3,1333",Green,9.0,2,1,Kingston
Kingston KVR21R15S4K4/32 32 GB,2572.4,"4,2133",Black / Green,15.0,4,8,Kingston
Corsair Vengeance LPX 4 GB,620.6,"4,2400",Black / Yellow,16.0,1,4,Corsair
Crucial CT4K8G4DFS8266 32 GB,2599.8,"4,2666",Green,19.0,4,8,Crucial
Corsair Vengeance RGB Pro 64 GB,11782.0,"4,3466",Black,16.0,4,16,Corsair
Kingston FURY Beast 4 GB,858.2,"4,3200",Black,16.0,1,4,Kingston
G.Skill Ripjaws 64 GB,2979.8,"4,3200",Blue / Black,22.0,2,32,G.Skill
Kingston FURY Impact 64 GB,4599.8,"4,3200",Black,20.0,2,32,Kingston
TEAMGROUP T-Create Classic 32 GB,1619.6,"5,5600",Black,46.0,2,16,TeamGroup
Patriot Signature Line 32 GB,1499.6,"5,4800",Black,46.0,1,32,Patriot
Corsair Vengeance RGB Pro 16 GB,6163.6,"4,4000",Black,16.0,2,8,Corsair
G.Skill Trident Z Royal 16 GB,3380.0,"4,4000",Gold,15.0,2,8,G.Skill
TEAMGROUP T-Force Vulcanα 64 GB,3309.8,"5,6000",Red,38.0,2,32,TeamGroup
Corsair Vengeance Performance 32 GB,2480.0,"4,2666",Black / Yellow,18.0,2,16,Corsair
G.Skill Trident Z Neo 16 GB,2480.0,"4,3200",Silver / Black,14.0,2,8,G.Skill
Crucial CT8G3S160BM 8 GB,347.8,"3,1600",Black / Green,11.0,1,8,Crucial
G.Skill Ripjaws S5 32 GB,2099.79,"5,6000",White,32.0,2,16,G.Skill
G.Skill Sniper 32 GB,2457.4,"3,2133",Black / Red,10.0,4,8,G.Skill
Crucial CT2KIT102472BD160B 16 GB,1989.8,"3,1600",Black / Green,11.0,2,8,Crucial
G.Skill Ripjaws 16 GB,1374.0,"4,2666",Red,15.0,4,4,G.Skill
G.Skill Ripjaws V 16 GB,4999.8,"4,3600",Black,16.0,2,8,G.Skill
G.Skill Trident Z5 32 GB,1959.8,"5,6000",Silver / Black,36.0,2,16,G.Skill
G.Skill Sniper X 32 GB,1503.0,"4,2400",Black / White,17.0,4,8,G.Skill
Kingston FURY Renegade Pro 128 GB,16969.59,"5,6000",Black,32.0,4,32,Kingston
G.Skill Ripjaws X 8 GB,504.6,"3,1333",Black / Red,9.0,1,8,G.Skill
G.Skill Flare X 64 GB,4829.59,"4,3200",Black,16.0,4,16,G.Skill
Patriot Viper Elite II 32 GB,1559.6,"4,3200",Red / Black,18.0,1,32,Patriot
Kingston FURY Renegade 16 GB,1938.6,"5,6400",Silver / White,32.0,1,16,Kingston
G.Skill Value 8 GB,476.0,"3,1600",Black,11.0,2,4,G.Skill
G.Skill NT 16 GB,1670.0,"4,2400",Black,15.0,2,8,G.Skill
Corsair Vengeance LED 32 GB,5187.2,"4,3333",Black,16.0,2,16,Corsair
Patriot Viper Steel 16 GB,1079.8,"4,3000",Silver / Black,16.0,2,8,Patriot
G.Skill Trident Z5 RGB 32 GB,3412.0,"5,6600",White / Black,34.0,2,16,G.Skill
Kingston FURY Renegade 16 GB,2901.0,"5,6000",White / Silver,32.0,1,16,Kingston
G.Skill Zeta R5 128 GB,32708.6,"5,6000",Black / White,30.0,8,16,G.Skill
G.Skill Ripjaws X 8 GB,1038.8,"3,2133",Black / Blue,9.0,2,4,G.Skill
G.Skill NT 8 GB,1180.0,"4,2133",Black,15.0,1,8,G.Skill
Corsair Vengeance RGB 32 GB,6025.2,"4,3000",Black,15.0,4,8,Corsair
Corsair Dominator Platinum RGB 16 GB,1810.4,"4,3200",Black,16.0,2,8,Corsair
Thermaltake H-ONE 16 GB,1436.8,"4,3200",Black / Silver,16.0,2,8,Thermaltake
Kingston FURY Beast RGB 16 GB,1961.8,"5,4800",Black,38.0,1,16,Kingston
Kingston FURY Renegade 128 GB,7599.8,"4,3200",Black,16.0,4,32,Kingston
Patriot Viper Venom RGB 16 GB,5787.2,"4,4000",Black,19.0,2,8,Patriot
Kingston Fury Renegade RGB 16 GB,2180.0,"5,7200",Silver / Black,38.0,1,16,Kingston
Kingston FURY Renegade 16 GB,1944.0,"5,6800",Silver / White,36.0,1,16,Kingston
Kingston FURY Beast RGB 16 GB,1610.4,"5,6400",Black,32.0,1,16,Kingston
TEAMGROUP Elite 32 GB,1379.6,"4,2666",Black,19.0,2,16,TeamGroup
Silicon Power SP008GLSTU160N02 8 GB,319.8,"3,1600",Green,11.0,1,8,Silicon Power
Mushkin Redline 64 GB,2999.8,"5,4800",Black,40.0,2,32,Mushkin
G.Skill Ripjaws M5 RGB 64 GB,4199.8,"5,6000",Black,32.0,2,32,G.Skill
G.Skill Trident Z RGB 32 GB,8980.0,"4,4133",Black,17.0,4,8,G.Skill
G.Skill Trident Z 32 GB,2980.0,"4,3200",Silver / Black,16.0,2,16,G.Skill
G.Skill Ripjaws X 8 GB,503.6,"3,1600",Black / Red,10.0,1,8,G.Skill
G.Skill Ripjaws X 16 GB,1983.6,"3,2133",Black / Blue,10.0,2,8,G.Skill
PNY NHS 8 GB,359.6,"3,1600",Black / Green,11.0,1,8,PNY
Corsair Vengeance LPX 16 GB,1791.4,"4,3600",Black / Yellow,20.0,2,8,Corsair
G.Skill Aegis 16 GB,1194.4,"4,2400",Black / Red,17.0,1,16,G.Skill
Kingston FURY Beast 8 GB,1351.2,"4,3200",Black / Silver,16.0,2,4,Kingston
Patriot Viper Venom RGB 32 GB,4035.0,"5,6600",Black / White,40.0,2,16,Patriot
G.Skill Ripjaws X 8 GB,545.2,"3,1333",Black / Red,9.0,2,4,G.Skill
Patriot Signature 8 GB,2451.39,"3,1600",Green,11.0,1,8,Patriot
G.Skill Sniper Gaming 16 GB,1079.2,"3,1866",Black / Red,10.0,2,8,G.Skill
Corsair Vengeance LED 16 GB,3400.0,"4,2400",Black / White,16.0,2,8,Corsair
Thermaltake TOUGHRAM RGB 16 GB,3075.8,"4,4400",Black / Silver,19.0,2,8,Thermaltake
Kingston ValueRAM 8 GB,528.6,"4,2666",Green,19.0,1,8,Kingston
Kingston FURY Renegade 64 GB,4399.8,"4,3600",Black,18.0,2,32,Kingston
Corsair CMV4GX3M1A1333C9 4 GB,639.6,"3,1333",Black / Silver,9.0,1,4,Corsair
G.Skill F3-12800CL9D-4GBSQ 4 GB,432.8,"3,1600",Green,9.0,2,2,G.Skill
Corsair Vengeance 8 GB,819.8,"3,1600",Black / Silver,9.0,1,8,Corsair
Corsair XMS3 4 GB,727.0,"3,1600",Black / White,11.0,1,4,Corsair
G.Skill Ripjaws 32 GB,1606.2,"4,2400",Red,15.0,4,8,G.Skill
Kingston D2G72M151 16 GB,3991.8,"4,2133",Black / Green,15.0,1,16,Kingston
Micron MT16KTF1G64AZ-1G6E1 8 GB,495.2,"3,1600",Green,11.0,1,8,Micron
TEAMGROUP T-Force Xtreem ARGB 16 GB,5594.6,"4,3200",White,14.0,2,8,TeamGroup
Kingston KSM48R40BD8KMM-32HMR 32 GB,4001.8,"5,4800",Green,40.0,1,32,Kingston
Kingston Fury Renegade RGB 16 GB,2235.2,"5,7600",Silver / Black,38.0,1,16,Kingston
V-Color TRA548G64D832O 384 GB,62599.8,"5,6400",Black,32.0,8,48,V-Color
TEAMGROUP Elite 32 GB,1527.4,"4,3200",Black,22.0,1,32,TeamGroup
Crucial CT2K8G4SFS8266 16 GB,749.8,"4,2666",Green / Black,19.0,2,8,Crucial
Crucial CT2K8G3S160BM 16 GB,569.0,"3,1600",Black / Green,11.0,2,8,Crucial
Crucial CT2K16G4SFD8213 32 GB,1400.0,"4,2133",Black / Green,15.0,2,16,Crucial
G.Skill Trident Z Neo 16 GB,6499.8,"4,3600",Black / Silver,14.0,2,8,G.Skill
Kingston FURY Beast RGB 32 GB,2994.2,"5,6400",White,32.0,1,32,Kingston
Kingston KVR16R11D4/8I 8 GB,239.8,"3,1600",Green,11.0,1,8,Kingston
TEAMGROUP T-Force Vulcan 32 GB,1799.8,"5,6400",Red,40.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 32 GB,3259.8,"5,6200",Black,36.0,2,16,Corsair
ADATA XPG SPECTRIX D50 32 GB,2170.4,"4,3600",Black,18.0,1,32,ADATA
Kingston FURY Renegade Pro 16 GB,2599.2,"5,6400",Black / Gray,32.0,1,16,Kingston
Kingston ValueRAM 16 GB,1175.59,"4,2400",Black / Green,17.0,1,16,Kingston
Corsair Vengeance LPX 16 GB,2470.0,"4,3000",Black / Yellow,16.0,4,4,Corsair
G.Skill Trident Z 16 GB,2180.0,"4,3200",Black / White,15.0,2,8,G.Skill
G.Skill Trident Z Neo 32 GB,5980.0,"4,3200",Black / Silver,14.0,4,8,G.Skill
G.Skill Trident Z5 RGB 32 GB,4093.6,"5,5600",Silver / Black,36.0,2,16,G.Skill
Corsair Vengeance RGB Pro SL 64 GB,5619.8,"4,3200",Black,16.0,4,16,Corsair
Patriot Signature Line 16 GB,799.8,"4,2666",Black,19.0,1,16,Patriot
Timetec PINNACLE Konduit 32 GB,1399.8,"4,3200",White,16.0,1,32,Timetec
G.Skill Ripjaws 4 GB,501.8,"3,1600",Black / Red,9.0,2,2,G.Skill
Corsair XMS 64 GB,6816.79,"3,1333",Black / Silver,9.0,8,8,Corsair
Kingston KVR13N9K2/16 16 GB,1990.0,"3,1333",Green,9.0,2,8,Kingston
Kingston KCP421NS8/8 8 GB,797.0,"4,2133",Black / Green,15.0,1,8,Kingston
G.Skill Trident Z 64 GB,17542.2,"4,3200",Black / Yellow,16.0,8,8,G.Skill
G.Skill Trident Z 16 GB,1130.4,"4,3200",Silver / Black,16.0,2,8,G.Skill
Crucial CT16G4XFD8266 16 GB,1397.8,"4,2666",Green / Black,19.0,1,16,Crucial
G.Skill F4-3600C17Q2-128GTZSW 128 GB,9932.79,"4,3600",Gray / White,17.0,8,16,G.Skill
Thermaltake TOUGHRAM XG RGB 32 GB,5999.8,"4,3600",Black / Silver,18.0,2,16,Thermaltake
Thermaltake TOUGHRAM XG RGB 32 GB,6099.6,"4,3600",White / Silver,18.0,2,16,Thermaltake
Kingston FURY Renegade 32 GB,2813.0,"5,6400",Silver / Black,32.0,1,32,Kingston
TEAMGROUP T-Force Vulcan 32 GB,1759.8,"5,5600",Red,36.0,2,16,TeamGroup
Crucial CT8G56C46S5 8 GB,519.6,"5,5600",Black,46.0,1,8,Crucial
G.Skill Ripjaws 16 GB,799.8,"4,2666",Green,19.0,2,8,G.Skill
Kingston FURY Beast RGB 32 GB,2591.6,"5,6000",White,30.0,1,32,Kingston
TEAMGROUP Elite 16 GB,919.8,"4,2666",Black,19.0,1,16,TeamGroup
Corsair ValueSelect 4 GB,397.2,"4,2133",Black / Yellow,15.0,1,4,Corsair
G.Skill F4-3200C16D-32GTZ 32 GB,1806.6,"4,3200",Gray / Red,16.0,2,16,G.Skill
Kingston FURY Renegade Pro 64 GB,10300.0,"5,6000",Black,32.0,4,16,Kingston
GeIL EVO V RGB 32 GB,4419.8,"5,8000",White,38.0,2,16,GeIL
Samsung M471A1K43BB1-CRC 8 GB,460.0,"4,2400",Green,17.0,1,8,Samsung
Corsair Vengeance Performance 16 GB,1259.8,"4,2400",Black / Yellow,16.0,1,16,Corsair
Corsair Dominator Platinum ROG Edition 32 GB,7029.8,"4,3200",Black / Red,16.0,4,8,Corsair
Corsair Dominator Platinum RGB 32 GB,3499.8,"4,3600",Black,18.0,4,8,Corsair
TEAMGROUP Elite Plus 16 GB,919.8,"5,4800",Black,40.0,1,16,TeamGroup
Corsair CMV8GX3M2A1333C9 8 GB,782.2,"3,1333",Green,9.0,2,4,Corsair
Corsair CMV16GX3M2A1600C11 16 GB,1590.8,"3,1600",Green,9.0,2,8,Corsair
Silicon Power SP004GBLTU160N02 4 GB,260.59,"3,1600",Black / Green,11.0,1,4,Silicon Power
