name,price,speed,color,cas_latency,module_count,module_capacity_gb,brand
Thermaltake TOUGHRAM XG RGB 16 GB,1344.0,"4,4400",White / Silver,19.0,2,8,Thermaltake
TEAMGROUP Xtreem 48 GB,4199.8,"5,7600",Black,36.0,2,24,TeamGroup
TEAMGROUP T-Force Delta RGB 32 GB,2059.79,"5,5600",Black,32.0,2,16,TeamGroup
ADATA XPG CASTER RGB 32 GB,7701.4,"5,6000",Black / Silver,40.0,2,16,ADATA
G.Skill Ripjaws X 16 GB,1145.0,"3,1600",Black / Red,9.0,4,4,G.Skill
Kingston HyperX Fury 64 GB,8980.0,"4,3466",Black,17.0,2,32,Kingston
G.Skill Trident Z5 RGB 32 GB,2899.8,"5,7600",Silver / Black,36.0,2,16,G.Skill
TEAMGROUP Xtreem 32 GB,2439.79,"5,7200",White,34.0,2,16,TeamGroup
G.Skill Ripjaws S5 64 GB,3199.8,"5,5600",White,36.0,2,32,G.Skill
TEAMGROUP T-Force Delta RGB 32 GB,2629.4,"5,6200",White,38.0,2,16,TeamGroup
Corsair Vengeance LPX 64 GB,3237.4,"4,2400",Black / Yellow,16.0,2,32,Corsair
G.Skill Trident Z 32 GB,4999.8,"5,6000",Black,30.0,2,16,G.Skill
TEAMGROUP T-Create Expert 32 GB,1799.8,"5,6400",Black,40.0,2,16,TeamGroup
Corsair Vengeance RGB 32 GB,2819.8,"5,6200",Black,36.0,2,16,Corsair
TEAMGROUP Xtreem 32 GB,2119.79,"5,6400",Black,32.0,2,16,TeamGroup
Samsung M393A2G40DB0-CPB 16 GB,1299.6,"4,2133",Black / Green,15.0,1,16,Samsung
TEAMGROUP T-Force Delta RGB 32 GB,2999.8,"5,7800",White / Silver,38.0,2,16,TeamGroup
TEAMGROUP Elite 32 GB,1539.8,"5,4800",Black,40.0,1,32,TeamGroup
ADATA XPG SPECTRIX D35G RGB 16 GB,1464.4,"4,3600",Black,18.0,1,16,ADATA
Corsair Dominator Platinum RGB 16 GB,1984.4,"4,3200",Black,16.0,2,8,Corsair
Patriot Signature Line 4 GB,497.2,"4,2666",Green,19.0,1,4,Patriot
Kingston FURY Renegade 64 GB,5600.0,"5,6000",Silver / Black,32.0,2,32,Kingston
Corsair Vengeance 8 GB,799.8,"3,1600",Black / Silver,10.0,1,8,Corsair
Micron MT8JTF51264AZ-1G6E1 4 GB,239.8,"3,1600",Black / Green,11.0,1,4,Micron
Crucial CT16G4DFD8266 16 GB,940.0,"4,2666",Green / Black,19.0,1,16,Crucial
Thermaltake TOUGHRAM XG RGB D5 32 GB,3299.6,"5,5600",Black / Silver,36.0,2,16,Thermaltake
G.Skill Trident Z Royal 32 GB,3255.6,"4,3600",Silver,16.0,2,16,G.Skill
Patriot Viper Venom RGB 32 GB,2399.79,"5,6800",Black / White,40.0,2,16,Patriot
Mushkin Redline Lumina 64 GB,5620.4,"4,3200",Black,14.0,2,32,Mushkin
TEAMGROUP T-Force DELTAα RGB 32 GB,1799.8,"5,5600",Black,40.0,2,16,TeamGroup
G.Skill Trident Z5 RGB 32 GB,3299.8,"5,8000",Silver / Black,38.0,2,16,G.Skill
TEAMGROUP Elite 64 GB,3219.8,"5,5600",Black,46.0,2,32,TeamGroup
TEAMGROUP T-Force DELTAα RGB 32 GB,1799.8,"5,5600",White,40.0,2,16,TeamGroup
TEAMGROUP T-Force Xtreem ARGB 16 GB,1699.8,"4,4000",Black,18.0,2,8,TeamGroup
G.Skill Trident Z5 RGB 32 GB,2712.2,"5,5200",Black,36.0,2,16,G.Skill
Corsair Dominator Platinum RGB 32 GB,3488.8,"4,3200",Black,16.0,4,8,Corsair
Kingston ValueRAM 1 GB,498.0,"3,1333",Green,9.0,1,1,Kingston
Timetec PINNACLE Konduit RGB 8 GB,439.79,"4,3600",White,18.0,1,8,Timetec
TEAMGROUP T-Force Delta RGB 64 GB,3199.8,"5,5600",Black,38.0,2,32,TeamGroup
Crucial CT16G48C40S5 16 GB,755.6,"5,4800",Black,40.0,1,16,Crucial
Patriot Viper Steel 32 GB,1439.8,"4,3600",Gray,18.0,1,32,Patriot
G.Skill Ripjaws V 64 GB,4925.6,"4,3600",Black,18.0,4,16,G.Skill
Corsair Vengeance RGB Pro SL 16 GB,1581.6,"4,3600",Black,16.0,2,8,Corsair
Patriot Viper Elite II 32 GB,1599.6,"4,3600",Red / Black,20.0,1,32,Patriot
TEAMGROUP T-Force Delta RGB 32 GB,2259.79,"5,6800",White / Black,34.0,2,16,TeamGroup
G.Skill Trident Z5 RGB 48 GB,4199.8,"5,8000",Silver / Black,40.0,2,24,G.Skill
TEAMGROUP Xtreem ARGB 32 GB,3999.8,"5,8000",White,38.0,2,16,TeamGroup
Corsair Vengeance RGB Pro 32 GB,5920.0,"4,3600",White,18.0,4,8,Corsair
G.Skill Trident Z Neo 16 GB,11997.4,"4,3800",Black / Silver,14.0,2,8,G.Skill
Kingston FURY Beast 32 GB,3335.0,"4,3600",Black,18.0,4,8,Kingston
Patriot Viper Elite II 16 GB,759.8,"4,2666",Red / Black,16.0,1,16,Patriot
Patriot Viper Steel RGB 16 GB,979.8,"4,3600",Black,20.0,1,16,Patriot
Corsair Dominator Platinum 32 GB,7510.8,"3,1600",Black / Silver,7.0,4,8,Corsair
Crucial CT16G4DFD832A 16 GB,1099.8,"4,3200",Green / Black,22.0,1,16,Crucial
Kingston ValueRAM 2 GB,344.6,"2,800",Green,6.0,1,2,Kingston
Kingston ValueRAM 16 GB,2599.8,"4,2133",Black / Green,15.0,2,8,Kingston
TEAMGROUP Elite 16 GB,919.8,"4,3200",Black,22.0,2,8,TeamGroup
Corsair Vengeance RGB RT 64 GB,3644.8,"4,3200",White / Black,16.0,2,32,Corsair
G.Skill Trident Z RGB 16 GB,963.6,"4,3200",Black,16.0,2,8,G.Skill
G.Skill Ripjaws S5 64 GB,3699.8,"5,5600",White,30.0,2,32,G.Skill
G.Skill Trident Z5 Neo 32 GB,3650.4,"5,5600",Black,30.0,2,16,G.Skill
G.Skill Trident Z5 Neo 32 GB,2399.79,"5,6000",Black,32.0,2,16,G.Skill
Timetec 75TT21NU 8 GB,599.79,"4,2133",Black,15.0,2,4,Timetec
TEAMGROUP T-Create Classic 64 GB,3119.8,"5,5600",Black,46.0,2,32,TeamGroup
Kingston FURY Beast 64 GB,4959.2,"5,6000",White,30.0,2,32,Kingston
G.Skill Trident Z RGB 16 GB,1099.8,"4,3600",Black,18.0,2,8,G.Skill
Kingston FURY Renegade 16 GB,2466.6,"5,8000",Silver / Black,38.0,1,16,Kingston
Corsair Vengeance LPX 16 GB,1674.4,"4,4000",Black,18.0,2,8,Corsair
G.Skill Ripjaws V 128 GB,10087.4,"4,4000",Black,18.0,4,32,G.Skill
G.Skill Value 32 GB,1464.4,"4,2400",Black,15.0,4,8,G.Skill
Corsair Vengeance RGB Pro 64 GB,5719.8,"4,3200",Black,16.0,4,16,Corsair
V-Color TRA524G72S836O 192 GB,42039.8,"5,7200",Black,36.0,8,24,V-Color
V-Color TRA564G56D436O 512 GB,72449.79,"5,5600",Black,36.0,8,64,V-Color
Kingston ValueRAM 1 GB,248.4,"2,667",Green,5.0,1,1,Kingston
Corsair Dominator Platinum 16 GB,8462.0,"3,2400",Black / Silver,9.0,4,4,Corsair
TEAMGROUP T-Force Delta RGB 48 GB,6919.8,"5,6800",White,36.0,2,24,TeamGroup
Kingston FURY Beast RGB 32 GB,3260.4,"5,6400",White,32.0,2,16,Kingston
ADATA XPG LANCER NEON RGB 32 GB,5213.4,"5,8000",Black,38.0,2,16,ADATA
G.Skill Ripjaws S5 32 GB,2199.79,"5,6600",Black,34.0,2,16,G.Skill
Patriot Viper Venom RGB 32 GB,2559.79,"5,7200",Black / White,40.0,2,16,Patriot
Corsair Vengeance RGB Pro SL 16 GB,2059.79,"4,3600",Black,18.0,2,8,Corsair
Kingston FURY Beast RGB 16 GB,1499.6,"5,6000",Black,30.0,1,16,Kingston
G.Skill Ripjaws M5 RGB 96 GB,4599.8,"5,5600",White,40.0,2,48,G.Skill
Corsair Dominator Platinum RGB 32 GB,2630.4,"4,3466",Black,16.0,2,16,Corsair
Kingston FURY Renegade Pro 128 GB,14899.8,"5,5600",Black,28.0,4,32,Kingston
Kingston Fury Beast RGB Special Edition 16 GB,1643.0,"4,3600",White,17.0,2,8,Kingston
Kingston FURY Renegade 16 GB,1218.59,"5,6800",White / Silver,36.0,1,16,Kingston
Corsair Vengeance RGB Pro 16 GB,2039.6,"4,4000",Black,18.0,2,8,Corsair
Kingston KVR16N11K2/16 16 GB,1299.6,"3,1600",Green,11.0,2,8,Kingston
Corsair Vengeance RGB Pro 16 GB,2079.79,"4,3600",White,18.0,2,8,Corsair
Kingston FURY Renegade 32 GB,3816.0,"5,7200",Silver / Black,38.0,2,16,Kingston
Crucial Ballistix Sport 4 GB,580.0,"3,1600",Black / Silver,9.0,1,4,Crucial
G.Skill Trident Z 32 GB,2299.79,"5,6400",Black,32.0,2,16,G.Skill
Corsair Vengeance RGB RS 8 GB,1019.8,"4,3600",Black,18.0,1,8,Corsair
Corsair Vengeance RGB Pro SL 64 GB,3122.6,"4,3200",White,16.0,4,16,Corsair
Corsair Vengeance RGB Pro 32 GB,2106.39,"4,2933",Black,16.0,2,16,Corsair
Crucial CT2K8G56C46S5 16 GB,879.8,"5,5600",Black,46.0,2,8,Crucial
Corsair ValueSelect 32 GB,1348.4,"4,2666",Black,18.0,1,32,Corsair
Kingston FURY Beast 16 GB,1473.6,"5,6000",White,30.0,1,16,Kingston
G.Skill Trident Z 16 GB,3580.0,"4,4400",Black,19.0,2,8,G.Skill
ADATA XPG Lancer Blade RGB 32 GB,4753.39,"5,6000",Black,30.0,1,32,ADATA
Corsair Vengeance RGB 32 GB,3813.0,"5,5200",Black / Gray,40.0,2,16,Corsair
Corsair Vengeance 16 GB,1139.8,"5,4800",Black / White,40.0,2,8,Corsair
G.Skill Sniper 16 GB,3980.0,"3,1866",Black / Red,9.0,2,8,G.Skill
PNY Performance 32 GB,1769.8,"4,3200",Black,22.0,1,32,PNY
GOODRAM IRDM PRO 16 GB,1834.0,"4,3600",Black,18.0,1,16,GOODRAM
G.Skill Trident Z5 RGB 32 GB,1999.8,"5,6000",Black,36.0,2,16,G.Skill
Corsair Vengeance RGB 16 GB,1099.4,"4,3200",Black,16.0,2,8,Corsair
Kingston FURY Beast RGB 16 GB,1582.8,"5,6000",White,30.0,1,16,Kingston
G.Skill Trident Z RGB 32 GB,4100.0,"4,3600",Black,17.0,2,16,G.Skill
Corsair Vengeance RGB Pro 16 GB,1242.8,"4,3200",Black,16.0,2,8,Corsair
Corsair Vengeance RGB 64 GB,4399.8,"5,5600",Gray,36.0,2,32,Corsair
Kingston ValueRAM 4 GB,299.8,"4,2666",Green / Black,19.0,1,4,Kingston
Kingston FURY Beast RGB 32 GB,2046.0,"5,5600",Black,40.0,1,32,Kingston
TEAMGROUP Elite 8 GB,489.4,"3,1600",Black,11.0,1,8,TeamGroup
G.Skill Trident Z Royal 32 GB,5592.6,"4,3600",Gold,16.0,2,16,G.Skill
G.Skill Ripjaws X 4 GB,504.6,"3,1600",Black / Red,9.0,2,2,G.Skill
Micron MT16JTF1G64AZ-1G6E1 8 GB,485.79,"3,1600",Green,11.0,1,8,Micron
Kingston FURY Renegade Pro 256 GB,33700.0,"5,6000",Black,32.0,8,32,Kingston
Kingston FURY Impact 16 GB,1539.6,"5,6400",Black,38.0,1,16,Kingston
Crucial CT2K16G64C52CU5 32 GB,3180.0,"5,6400",Black,52.0,2,16,Crucial
Corsair Dominator Platinum RGB 32 GB,3479.8,"5,6000",Black,36.0,2,16,Corsair
G.Skill Trident Z5 RGB 32 GB,2299.79,"5,6000",Black,32.0,2,16,G.Skill
G.Skill Trident Z Royal 16 GB,5580.0,"4,4600",Silver,18.0,2,8,G.Skill
Kingston KVR21R15D4/16 16 GB,599.6,"4,2133",Black / Green,15.0,1,16,Kingston
Samsung M393A4K40CB2-CTD 32 GB,1180.0,"4,2666",Green / Black,19.0,1,32,Samsung
Corsair Vengeance RGB RS 16 GB,1379.6,"4,3200",Black / Gray,16.0,1,16,Corsair
Mushkin Redline Lumina 64 GB,4115.0,"4,3600",White,18.0,2,32,Mushkin
Corsair Vengeance 64 GB,5719.8,"5,6000",Black / Silver,36.0,4,16,Corsair
Kingston Fury Renegade RGB 16 GB,1799.8,"5,6800",Silver / Black,36.0,1,16,Kingston
Kingston Fury Renegade RGB 32 GB,4241.2,"5,7600",Silver / White,38.0,2,16,Kingston
Kingston ValueRAM 16 GB,792.0,"4,2666",Green,19.0,1,16,Kingston
Timetec PINNACLE Konduit 16 GB,679.8,"4,3600",Black,18.0,2,8,Timetec
G.Skill Trident Z Royal 64 GB,5320.8,"4,3600",Silver,16.0,4,16,G.Skill
Kingston FURY Beast 64 GB,7313.6,"5,6000",Black,40.0,2,32,Kingston
Patriot Viper Venom RGB 32 GB,2599.8,"5,7400",Black / White,40.0,2,16,Patriot
Corsair Vengeance RGB Pro 32 GB,12576.0,"4,3200",Black,14.0,4,8,Corsair
Kingston FURY Beast RGB 16 GB,1199.8,"5,5200",Black,40.0,1,16,Kingston
Kingston FURY 32 GB,2415.4,"5,5200",White,40.0,2,16,Kingston
Lexar Ares RGB 16 GB,1519.4,"4,4000",White,18.0,2,8,Lexar
Corsair Dominator Platinum RGB 16 GB,1758.4,"4,3200",White,16.0,2,8,Corsair
Corsair Vengeance RGB RS 8 GB,839.8,"4,3200",Black / Gray,16.0,1,8,Corsair
Kingston FURY Renegade 32 GB,2998.0,"5,6800",Silver / White,36.0,2,16,Kingston
Crucial CT2K16G4DFD8213 32 GB,1660.0,"4,2133",Black / Green,15.0,2,16,Crucial
G.Skill Trident Z Royal 64 GB,9562.0,"4,3200",Silver,16.0,4,16,G.Skill
V-Color TRA532G72D834Q 128 GB,25919.8,"5,7200",White,34.0,4,32,V-Color
G.Skill Value 8 GB,424.79,"3,1600",Black,11.0,1,8,G.Skill
Thermaltake TOUGHRAM RGB 16 GB,2266.0,"4,3600",Black / Silver,18.0,2,8,Thermaltake
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,2599.6,"4,3200",Black,16.0,2,8,Thermaltake
Kingston FURY Impact 32 GB,2810.6,"4,3200",Black,20.0,2,16,Kingston
Crucial CT32G56C46S5 32 GB,2285.0,"5,5600",Black,46.0,1,32,Crucial
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6400",Black,32.0,2,16,G.Skill
G.Skill Ripjaws S5 32 GB,5200.2,"5,5600",White,28.0,2,16,G.Skill
Kingston FURY Renegade 32 GB,4591.8,"5,8000",Silver / White,38.0,2,16,Kingston
Patriot Viper Steel RGB 32 GB,1759.8,"4,3600",Black,20.0,1,32,Patriot
Crucial CT2K16G52C42U5 32 GB,1919.8,"5,5200",Black,42.0,2,16,Crucial
Corsair Vengeance 64 GB,4825.4,"5,5600",Gray,36.0,4,16,Corsair
Patriot Signature 8 GB,2016.0,"3,1333",Green,9.0,1,8,Patriot
G.Skill Value 16 GB,703.6,"3,1333",Black,9.0,2,8,G.Skill
TEAMGROUP T-Force Vulcan Z 16 GB,1589.6,"4,3600",Gray / Black,18.0,1,16,TeamGroup
ADATA XPG GAMMIX D10 16 GB,2771.39,"4,3600",Black,18.0,2,8,ADATA
Kingston FURY Renegade Pro 32 GB,4148.8,"5,5600",Black,36.0,1,32,Kingston
G.Skill Ripjaws S5 48 GB,2099.79,"5,5200",White,40.0,2,24,G.Skill
Corsair Vengeance RGB RT 64 GB,3039.8,"4,3200",Black,16.0,2,32,Corsair
TEAMGROUP Xtreem 32 GB,3799.8,"5,8000",White,38.0,2,16,TeamGroup
Kingston FURY Beast RGB 16 GB,1683.6,"5,6400",Black,32.0,1,16,Kingston
Kingston FURY Renegade 16 GB,7847.6,"4,4800",Black,19.0,2,8,Kingston
Corsair Vengeance LPX 8 GB,677.6,"4,2666",Red,15.0,2,4,Corsair
Kingston FURY 16 GB,1215.59,"5,5600",White,40.0,1,16,Kingston
PNY XLR8 Gaming MAKO RGB 32 GB,3209.4,"5,6400",Black,40.0,2,16,PNY
Patriot Signature Line 8 GB,559.79,"4,2666",Green,19.0,1,8,Patriot
Kingston ValueRAM 1 GB,239.0,"2,667",Green,5.0,1,1,Kingston
G.Skill Trident Z RGB 16 GB,3980.0,"4,4400",Black,18.0,2,8,G.Skill
Kingston Fury Renegade RGB 48 GB,6791.6,"5,6400",Silver / Black,32.0,2,24,Kingston
G.Skill Ripjaws X 16 GB,3109.4,"3,1600",Black / Blue,9.0,4,4,G.Skill
Kingston KCP421ND8/16 16 GB,952.8,"4,2133",Green / Black,15.0,1,16,Kingston
TEAMGROUP Xtreem ARGB 32 GB,2799.8,"5,7200",White,34.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 16 GB,4312.39,"4,4000",Black,16.0,2,8,Corsair
Samsung M393A4K40BB1-CRC 32 GB,1299.6,"4,2400",Green,17.0,1,32,Samsung
Kingston Fury Renegade RGB 16 GB,2005.4,"5,6400",Silver / Black,32.0,1,16,Kingston
Crucial CT2K16G4DFRA266 32 GB,1739.8,"4,2666",Green,19.0,2,16,Crucial
TEAMGROUP Xtreem ARGB 48 GB,4599.8,"5,7600",Black,36.0,2,24,TeamGroup
Kingston KVR16R11D4K4/64 64 GB,2287.19,"3,1600",Green,11.0,4,16,Kingston
Corsair Dominator Platinum RGB 64 GB,4599.8,"5,5600",Black,40.0,2,32,Corsair
G.Skill Value 4 GB,288.2,"3,1333",Green,9.0,1,4,G.Skill
Corsair Vengeance RGB 48 GB,2959.8,"5,5600",Black,40.0,2,24,Corsair
Mushkin Enhanced Essentials 32 GB,2748.2,"4,3200",Black,22.0,2,16,Mushkin
G.Skill Sniper X 16 GB,1064.4,"4,3200",Black / White,16.0,2,8,G.Skill
Kingston FURY Renegade 48 GB,5105.4,"5,7200",Silver / Black,38.0,2,24,Kingston
Kingston KVR16LN11K2/8 8 GB,1247.2,"3,1600",Black / Green,11.0,2,4,Kingston
ADATA XPG GAMMIX D20 32 GB,2818.8,"4,3200",Black,16.0,2,16,ADATA
G.Skill Trident Z5 RGB 32 GB,2431.8,"5,5600",Black,40.0,2,16,G.Skill
Corsair Dominator Platinum RGB 64 GB,7600.6,"5,5200",Gray / Black,40.0,2,32,Corsair
Kingston FURY 64 GB,6322.4,"5,5600",White,40.0,4,16,Kingston
G.Skill Ripjaws 32 GB,1899.8,"5,5600",Black / White,40.0,2,16,G.Skill
G.Skill Ripjaws 16 GB,659.8,"3,1600",Black / Red,9.0,2,8,G.Skill
Patriot Viper Venom RGB 32 GB,3460.6,"5,7000",Black / White,40.0,2,16,Patriot
Corsair Vengeance RGB Pro 32 GB,2899.8,"4,3600",Black,16.0,4,8,Corsair
Corsair Dominator Platinum RGB 32 GB,2879.8,"5,5600",Gray / Black,36.0,2,16,Corsair
Corsair Dominator Platinum RGB 32 GB,2599.8,"5,5200",Gray / Black,40.0,2,16,Corsair
G.Skill Ripjaws M5 RGB 96 GB,4799.8,"5,5600",Black,40.0,2,48,G.Skill
Corsair Vengeance RGB Pro 16 GB,1659.8,"4,2666",White,16.0,2,8,Corsair
Corsair Vengeance RGB 32 GB,2899.8,"5,6000",White,30.0,2,16,Corsair
Corsair Vengeance RGB Pro 16 GB,1613.4,"4,3600",Black,16.0,2,8,Corsair
Kingston FURY Beast RGB 32 GB,1913.0,"5,5200",Black,40.0,1,32,Kingston
Kingston FURY Renegade 64 GB,3768.2,"4,3200",Black,16.0,2,32,Kingston
Kingston KVR16N11H/8 8 GB,300.0,"3,1600",Green,11.0,1,8,Kingston
G.Skill Ripjaws V 32 GB,4599.8,"4,3600",Black,18.0,4,8,G.Skill
Kingston FURY Beast 16 GB,2610.19,"5,4800",Black / Silver,38.0,1,16,Kingston
Kingston FURY Beast 64 GB,6630.4,"4,3200",Black,16.0,4,16,Kingston
Patriot Viper Steel RGB 8 GB,499.79,"4,3600",Black,20.0,1,8,Patriot
ADATA XPG CASTER RGB 16 GB,1669.4,"5,6400",Black / Silver,40.0,1,16,ADATA
Kingston FURY Beast 16 GB,1919.8,"5,6000",Black / Silver,40.0,1,16,Kingston
G.Skill Ripjaws V 256 GB,15094.8,"4,3200",Black,16.0,8,32,G.Skill
Crucial Classic 8 GB,559.6,"5,5200",Black,42.0,1,8,Crucial
Kingston Fury Renegade RGB 32 GB,4288.2,"5,7600",Silver / Black,38.0,2,16,Kingston
Kingston FURY Beast RGB 32 GB,3016.6,"5,6400",Black,32.0,1,32,Kingston
G.Skill Ripjaws 32 GB,1559.6,"4,3200",Black,22.0,2,16,G.Skill
G.Skill Ripjaws 32 GB,1299.6,"4,2666",Black,18.0,2,16,G.Skill
Crucial CT2K32G48C40S5 64 GB,3299.2,"5,4800",Black,40.0,2,32,Crucial
Kingston FURY Impact 16 GB,1095.0,"5,5600",Black,40.0,1,16,Kingston
Crucial CT2K16G3ERSLD4160B 32 GB,2199.4,"3,1600",Green,11.0,2,16,Crucial
G.Skill Trident Z5 RGB 48 GB,3499.8,"5,7200",Silver / Black,36.0,2,24,G.Skill
Mushkin Enhanced Redline 64 GB,3799.8,"5,5600",Black,28.0,2,32,Mushkin
G.Skill Trident Z5 RGB 32 GB,2619.6,"5,6800",Silver / Black,34.0,2,16,G.Skill
ADATA XPG SPECTRIX D35G RGB 64 GB,3799.8,"4,3200",Black,16.0,2,32,ADATA
Kingston Fury Renegade RGB 32 GB,4046.39,"5,7200",Silver / Black,38.0,2,16,Kingston
Corsair Vengeance LPX 32 GB,5836.2,"4,3200",Black / Yellow,16.0,2,16,Corsair
G.Skill Trident Z Royal 32 GB,3255.6,"4,3600",Silver,18.0,2,16,G.Skill
G.Skill Ripjaws S5 64 GB,7297.79,"5,5200",White,36.0,2,32,G.Skill
G.Skill Sniper 8 GB,774.4,"3,2400",Black / Red,11.0,2,4,G.Skill
TEAMGROUP T-Force Vulcan 32 GB,1599.8,"5,5200",Red,40.0,2,16,TeamGroup
Crucial CT32G4RFD4293 32 GB,1264.59,"4,2933",Green / Black,21.0,1,32,Crucial
Kingston FURY Renegade 16 GB,1902.4,"5,7200",Silver / White,38.0,1,16,Kingston
G.Skill Ripjaws Z 32 GB,2341.39,"3,1866",Black / Red,10.0,4,8,G.Skill
G.Skill Aegis 4 GB,380.0,"4,2400",Black / Red,15.0,1,4,G.Skill
Crucial CT4K16G4DFD824A 64 GB,3999.8,"4,2400",Green / Black,17.0,4,16,Crucial
Corsair Vengeance 64 GB,4059.8,"5,5600",Black / Gray,36.0,2,32,Corsair
Corsair Dominator Titanium First Edition 48 GB,5479.8,"5,7200",White,36.0,2,24,Corsair
Corsair Vengeance RGB Pro 16 GB,2119.79,"4,3200",Black,16.0,2,8,Corsair
G.Skill Ripjaws S5 32 GB,4718.2,"5,5200",Black,36.0,2,16,G.Skill
Kingston FURY Beast RGB 16 GB,3607.0,"5,6000",Black,40.0,2,8,Kingston
ADATA XPG SPECTRIX D50 32 GB,4046.8,"4,3200",Black,16.0,2,16,ADATA
Kingston Fury Renegade RGB 32 GB,4656.39,"5,8000",Silver / White,38.0,2,16,Kingston
Kingston ValueRAM 16 GB,832.0,"4,2666",Green,19.0,1,16,Kingston
Kingston FURY Beast RGB 32 GB,2699.8,"5,6000",Black,30.0,1,32,Kingston
Kingston Fury Renegade RGB 48 GB,3646.39,"5,6000",Silver / Black,32.0,1,48,Kingston
Crucial CT2K8G4SFS832A 16 GB,1099.8,"4,3200",Green / Black,22.0,2,8,Crucial
Crucial CT32G52C42U5 32 GB,1709.0,"5,5200",Black,42.0,1,32,Crucial
Corsair Vengeance 32 GB,2410.0,"5,6000",White / Gray,36.0,2,16,Corsair
G.Skill Ripjaws V 32 GB,1516.2,"4,2666",Red / Black,19.0,4,8,G.Skill
TEAMGROUP T-Force Xtreem ARGB 32 GB,2567.6,"4,3200",White,16.0,2,16,TeamGroup
Corsair CMV16GX3M2A1333C9 16 GB,995.8,"3,1333",Green,9.0,2,8,Corsair
G.Skill Trident Z Neo 64 GB,3471.6,"4,3200",Silver / Black,16.0,4,16,G.Skill
Corsair Vengeance LPX 8 GB,952.4,"4,2400",Red,16.0,1,8,Corsair
Corsair ValueSelect 16 GB,1399.6,"4,2666",Black,18.0,1,16,Corsair
G.Skill Trident Z5 32 GB,1859.8,"5,5600",Silver / Black,36.0,2,16,G.Skill
Crucial CT51264BD160B 4 GB,259.8,"3,1600",Green,11.0,1,4,Crucial
Kingston Fury Renegade RGB 32 GB,3340.0,"5,6800",Silver / Black,36.0,2,16,Kingston
Kingston FURY 64 GB,4220.0,"5,5600",White,40.0,2,32,Kingston
Kingston FURY Renegade Pro 128 GB,22580.0,"5,6800",Black,34.0,4,32,Kingston
ADATA XPG SPECTRIX D35G RGB 32 GB,1825.8,"4,3600",Black,18.0,1,32,ADATA
Kingston Fury Renegade RGB 16 GB,1999.8,"4,3200",Black,16.0,2,8,Kingston
Kingston Fury Renegade RGB 16 GB,2400.0,"4,3600",Black,16.0,2,8,Kingston
TEAMGROUP T-Force Vulcan 16 GB,1711.6,"5,5200",Black,40.0,1,16,TeamGroup
Kingston FURY Beast RGB 32 GB,2599.8,"5,6000",Black,36.0,1,32,Kingston
TEAMGROUP Elite 16 GB,899.8,"4,3200",Black,22.0,1,16,TeamGroup
Silicon Power SP064GBSVU560F22 64 GB,2919.8,"5,5600",Black,46.0,2,32,Silicon Power
G.Skill Trident Z 32 GB,2299.79,"5,6400",White / Black,32.0,2,16,G.Skill
TEAMGROUP Elite Plus 32 GB,2284.6,"5,4800",Black,40.0,2,16,TeamGroup
Corsair Vengeance RGB Pro SL 128 GB,7360.8,"4,3200",Black,16.0,4,32,Corsair
Corsair Vengeance RGB RT 64 GB,4099.8,"4,3200",Black,16.0,4,16,Corsair
G.Skill Trident Z5 64 GB,3999.8,"5,6000",Silver / Black,32.0,2,32,G.Skill
Thermaltake TOUGHRAM XG RGB 16 GB,4399.8,"4,4600",White / Silver,19.0,2,8,Thermaltake
G.Skill Trident Z5 RGB 32 GB,2299.79,"5,6000",White / Black,32.0,2,16,G.Skill
Corsair Vengeance RGB Pro 16 GB,1179.8,"4,2933",Black,16.0,2,8,Corsair
G.Skill Ripjaws S5 64 GB,5128.2,"5,5200",Black,36.0,2,32,G.Skill
TEAMGROUP T-Force Dark 16 GB,3180.0,"4,2400",Red / Black,14.0,2,8,TeamGroup
Kingston FURY Beast 128 GB,8599.79,"4,3600",Black,18.0,4,32,Kingston
Kingston FURY Beast RGB 16 GB,1704.19,"5,6400",White,32.0,1,16,Kingston
Patriot Viper Elite II 64 GB,3279.8,"4,3200",Red / Black,18.0,2,32,Patriot
Corsair Dominator Platinum 8 GB,5417.2,"3,2800",Black / Silver,12.0,2,4,Corsair
G.Skill Trident Z Royal 128 GB,7399.8,"4,3600",Silver,18.0,4,32,G.Skill
Corsair Dominator Platinum RGB 32 GB,3459.8,"5,6400",Black,38.0,2,16,Corsair
Corsair XMS3 4 GB,715.8,"3,1333",Black / White,9.0,1,4,Corsair
Corsair Vengeance 8 GB,1019.8,"3,1600",Black / Yellow,9.0,2,4,Corsair
Corsair Vengeance RGB Pro SL 32 GB,3359.8,"4,3200",White / Black,16.0,4,8,Corsair
Kingston FURY Renegade Pro 128 GB,14499.8,"5,4800",Black,36.0,4,32,Kingston
Corsair Vengeance 16 GB,2588.0,"3,1600",Black / Blue,9.0,4,4,Corsair
Corsair Vengeance LPX 16 GB,2500.0,"4,3200",Black,16.0,2,8,Corsair
V-Color TRA532G72D834O 256 GB,59599.8,"5,7200",Black,34.0,8,32,V-Color
TEAMGROUP Elite 8 GB,579.79,"4,3200",Black,22.0,1,8,TeamGroup
Corsair Vengeance RGB Pro 128 GB,6910.8,"4,3000",Black,16.0,4,32,Corsair
