name,price,socket,form_factor,max_memory,memory_slots,color,price_available,brand
MSI B450M BAZOOKA MAX WIFI,,AM4,Micro ATX,128,4,Black / Silver,False,MSI
MSI Z790MPOWER,,LGA1700,Micro ATX,128,2,Black / Silver,False,MSI
Supermicro X10SDV-8C-TLN4F,,Integrated Xeon D-1541,Mini ITX,64,4,Green,False,Supermicro
MSI P67A-C45,,LGA1155,ATX,32,4,Black / Blue,False,MSI
Jetway JM26GT4-LF,,AM2,Micro ATX,4,2,,False,Jetway
Asus TUF GAMING B860M-PLUS WIFI,4199.8,LGA1851,Micro ATX,256,4,Black / Silver,True,ASUS
Gigabyte B650M AORUS ELITE AX,3999.8,AM5,Micro ATX,192,4,Black,True,Gigabyte
Asus F2A55-M LK PLUS,,FM2,Micro ATX,32,2,Black / Blue,False,ASUS
Biostar TZ77XE4,,LGA1155,ATX,32,4,Black / Orange,False,Biostar
MSI K9N6PGM2-V2,,AM3/AM2+/AM2,Micro ATX,8,2,,False,MSI
Asus P9D-I,,LGA1150,Mini ITX,16,2,Black / Blue,False,ASUS
Asus ROG STRIX B860-I GAMING WIFI,4399.8,LGA1851,Mini ITX,128,2,Black / Silver,True,ASUS
ASRock Z890 Taichi AQUA,15139.8,LGA1851,EATX,256,4,White,True,ASRock
Foxconn A75A,,FM1,ATX,64,4,Black / Yellow,False,Foxconn
MSI PRO-B660M-A-CEC-WIFI-DDR4,,LGA1700,Micro ATX,128,4,Black / Silver,False,MSI
MSI Z170A Tomahawk AC,,LGA1151,ATX,64,4,Black / Red,False,MSI
ASRock Z390 Phantom Gaming 4,3999.8,LGA1151,ATX,128,4,Black / Silver,True,ASRock
Asus PRIME Z390-P,3773.0,LGA1151,ATX,128,4,Silver / Black,True,ASUS
EVGA 132-BL-E758-A1,,LGA1366,ATX,24,6,Black / Gray,False,EVGA
ECS Z77H2-A3(1.2),,LGA1155,ATX,32,4,Black / Gray,False,ECS
Supermicro X9SRI-F-O,14800.0,LGA2011,ATX,64,8,Green,True,Supermicro
Sapphire PURE Fusion Mini E350,,Integrated E-Series E-350,Mini ITX,8,2,,False,Sapphire
ECS A880GM-M7 (V2.0),,AM3,Micro ATX,16,2,,False,ECS
Gigabyte GA-MA770-UD3,,AM2+/AM2,ATX,16,4,Multicolor,False,Gigabyte
Gigabyte GA-F2A55M-DS2,,FM2,Micro ATX,64,2,Blue / White,False,Gigabyte
MSI MPG B650I EDGE WIFI,5799.8,AM5,Mini ITX,128,2,Black / Silver,True,MSI
Asus EX-B650EM-V7 PLUS,,AM5,Micro ATX,128,2,Black / Red,False,ASUS
ASRock C2750D4I,,Integrated Atom C2750,Mini ITX,64,4,White / Blue,False,ASRock
Biostar G41D3C,,LGA775,Micro ATX,8,2,Black / Red,False,Biostar
Gigabyte X299 UD4,,LGA2066,ATX,128,8,Black / Gray,False,Gigabyte
Asus P8Z77-I Deluxe,,LGA1155,Mini ITX,16,2,Black / Blue,False,ASUS
MSI MEG Z490I UNIFY,7869.6,LGA1200,Mini ITX,64,2,Black / Silver,True,MSI
Gigabyte X870E AORUS XTREME AI TOP,15999.8,AM5,EATX,256,4,Black,True,Gigabyte
ECS H61H2-I5 (V1.0),,LGA1155,Mini ITX,16,2,,False,ECS
ASRock B650E PG RIPTIDE WIFI,,AM5,ATX,256,4,Black / Blue,False,ASRock
Gigabyte G1.SNIPER 5,,LGA1150,EATX,32,4,Black / Green,False,Gigabyte
Intel DH57JG,,LGA1156,Mini ITX,8,2,Blue,False,Intel
NZXT N7 B650E,5217.6,AM5,ATX,128,4,White,True,NZXT
Gigabyte GA-A55M-DS2,,FM1,Micro ATX,32,2,Blue / White,False,Gigabyte
ECS A75F-A,,FM1,ATX,32,4,,False,ECS
MSI PRO H610M-G DDR4,1879.8,LGA1700,Micro ATX,64,2,Black / Silver,True,MSI
ASRock H97 PERFORMANCE,,LGA1150,ATX,32,4,Black / Red,False,ASRock
ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red,False,ASRock
Biostar B660GTA,3808.8,LGA1700,ATX,128,4,Blue / Black,True,Biostar
ASRock H87WS-DL,,LGA1150,ATX,32,4,Green / Blue,False,ASRock
Gigabyte GA-790XTA-UD4,,AM3,ATX,16,4,Blue / White,False,Gigabyte
EVGA Z390 FTW,,LGA1151,ATX,128,4,Black / Silver,False,EVGA
MSI MPG Z790 EDGE TI MAX WIFI,7980.0,LGA1700,ATX,192,4,Silver / Black,True,MSI
Asus ROG MAXIMUS XI APEX,,LGA1151,ATX,64,2,Black / Silver,False,ASUS
Gigabyte H370 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange,False,Gigabyte
Gigabyte A620M GAMING X,3779.8,AM5,Micro ATX,192,4,Brown / Gray,True,Gigabyte
Biostar B450MH,2198.0,AM4,Micro ATX,32,2,Black / Yellow,True,Biostar
Asus B850M MAX GAMING WIFI,,AM5,ATX,256,4,Black / Silver,False,ASUS
Gigabyte B560M AORUS PRO,,LGA1200,Micro ATX,128,4,Black,False,Gigabyte
Gigabyte B860I AORUS PRO ICE,4199.8,LGA1851,Mini ITX,128,2,White / Silver,True,Gigabyte
Asus F2A85-M2,,FM2,Micro ATX,64,4,Black / Blue,False,ASUS
Foxconn A88GM Deluxe,,AM3,Micro ATX,16,4,,False,Foxconn
ECS H81H3-M4 (V1.0A),,LGA1150,Micro ATX,16,2,Brown / Gray,False,ECS
MSI X58M,,LGA1366,Micro ATX,24,6,Black / Blue,False,MSI
Asus TUF GAMING B850-BTF WIFI W,5599.8,AM5,ATX,256,4,White / Silver,True,ASUS
MSI FM2-A85XA-G65,,FM2,ATX,32,4,Black / Blue,False,MSI
EVGA Stinger WiFi,,LGA1150,Mini ITX,16,2,Black,False,EVGA
Gigabyte X299 AORUS Gaming,,LGA2066,ATX,64,4,Black / Silver,False,Gigabyte
Biostar TPOWER X79,,LGA2011,ATX,32,4,Black / Red,False,Biostar
Asus TUF B450-PLUS GAMING,4377.79,AM4,ATX,64,4,Black / Gold,True,ASUS
Supermicro C9Z490-PGW,21000.0,LGA1200,ATX,128,4,Black,True,Supermicro
Gigabyte GA-Z77M-D3H-MVP,,LGA1155,Micro ATX,32,4,Blue / White,False,Gigabyte
ASRock H97M WS,,LGA1150,Micro ATX,32,4,Green / Blue,False,ASRock
Asus P8P67 (REV 3.0),,LGA1155,ATX,32,4,,False,ASUS
Gigabyte B850M DS3H,3099.8,AM5,Micro ATX,256,4,Gray / Black,True,Gigabyte
Gigabyte Z590I AORUS ULTRA,7780.0,LGA1200,Mini ITX,64,2,Black,True,Gigabyte
Biostar B760MX-E D4,,LGA1700,Micro ATX,64,2,Black,False,Biostar
Supermicro MBD-X11SAE-F-O,6580.0,LGA1151,ATX,64,4,Black / Green,True,Supermicro
MSI PRO H610M-G II,,LGA1700,Micro ATX,96,2,Black,False,MSI
Gigabyte GA-H77TN,,LGA1155,Thin Mini ITX,8,2,Black / Blue,False,Gigabyte
Asus AM1I-A,,AM1,Mini ITX,32,2,Black / Gold,False,ASUS
ASRock EPC612D8A,,LGA2011-3 Narrow,ATX,256,8,Green / Blue,False,ASRock
Asus B860M MAX GAMING AX,,LGA1851,Micro ATX,256,4,Silver / Black,False,ASUS
Colorful CVN X570 GAMING PRO V14,,AM4,ATX,128,4,Black / Silver,False,Colorful
MSI H370 GAMING PLUS,,LGA1151,ATX,64,4,Black / Red,False,MSI
ASRock X79 Extreme11,,LGA2011,EATX,64,8,Black / Silver,False,ASRock
ASRock Z790 Riptide WiFi,,LGA1700,ATX,192,4,Black,False,ASRock
Gigabyte Z690 AORUS ELITE AX DDR4 V2,,LGA1700,ATX,128,4,Black / Silver,False,Gigabyte
Supermicro C9Z390-CG-IW,,LGA1151,Mini ITX,64,2,Black,False,Supermicro
ASRock EPC612D4U-2T8R,,LGA2011-3 Narrow,Micro ATX,512,4,Green / Blue,False,ASRock
ECS Golden Z77H2-AX(1.0),,LGA1155,ATX,32,4,Black / Gold,False,ECS
Asus PRIME B660M-A AC D4,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASUS
