name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available
Cooler Master MasterBox E500 (w/o ODD),,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Silverstone FARA R1,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,1,False
Silverstone FARA R1,,ATX Mid Tower,ATX,White,,False,Solid,,1,False
darkFlash V22,,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,41.7,1,False
Cougar MX331 MESH-X,,ATX Mid Tower,ATX,Black,,False,Solid,43.5,2,False
Deco Gear DGPCS20X,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,53.3,2,False
Phanteks EVOLV SHIFT 2 AIR,,Mini ITX Tower,Mini ITX,Gray / Black,,False,Solid,,1,False
SilentiumPC Armis AR6Q EVO ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.0,2,False
Thermaltake Versa T25,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.9,2,False
SilentiumPC Signum SG1Q EVO TG ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Apevia Genesis-WH,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,3,False
Corsair iCUE 5000X RGB Triptych,,ATX Mid Tower,ATX,Black / Green,,False,Tempered Glass,66.2,2,False
Tempest Vision RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,0,False
Thermaltake Commander G33,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.9,2,False
Antec Dark Phantom DP502 Flux,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,49.5,3,False
GAMDIAS ATHENA M1,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.5,2,False
GAMDIAS TALOS M1 ELITE,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Montech AIR 1000 SILENT,,ATX Mid Tower,ATX,White,,False,Solid,,2,False
SilentiumPC Ventum VT4V TG,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
SilentiumPC Ventum VT4 TG,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
ADATA XPG DEFENDER PRO,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,47.7,2,False
Thermaltake AH T200,,MicroATX Mid Tower,Micro ATX,Turquoise / Black,,False,Tempered Glass,69.1,2,False
Thermaltake The Tower 100,,Mini ITX Tower,Mini ITX,Gold,,False,Tempered Glass,32.7,2,False
Thermaltake Divider 500 TG ARGB Air,3299.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.8,2,True
Jonsbo VR4,,ATX Mid Tower,ATX,Black,,False,Mesh,37.8,2,False
Jonsbo U4 Plus,,ATX Mid Tower,ATX,Silver,,False,Tempered Glass,31.7,1,False
SAMA AM07GG,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,38.7,2,False
UNYKAch UK3002,,MicroATX Desktop,Micro ATX,Black,,False,Solid,21.2,0,False
Thermaltake H590 TG ARGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.1,2,False
Antec AX51 Elite,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.2,2,False
Antec AX51,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.2,2,False
Cooler Master MasterBox MB520,,ATX Mid Tower,ATX,Black,,False,Acrylic,50.4,2,False
Cooler Master MasterBox MB520,,ATX Mid Tower,ATX,Black / White,,False,Acrylic,50.4,2,False
Tecware Nexus Evo RGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.4,2,False
Vetroo M03,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,36.1,2,False
Vetroo M03,,MicroATX Mini Tower,Micro ATX,Green,,False,Tempered Glass,36.1,2,False
RAIJINTEK OPHION 7L,,Mini ITX Desktop,Mini ITX,White,,False,Mesh,7.1,0,False
FSP Group CMT380 ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.5,2,False
BGears b-Draco5907-RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.2,3,False
Thermaltake H700 TG,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.5,2,False
SilentiumPC Regnum RG1W,,ATX Mid Tower,ATX,Black,,False,Acrylic,39.4,2,False
DIYPC IDX3-ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.9,2,False
GameMax Kreator,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.7,2,False
YEYIAN Kalt 1101,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,26.3,2,False
DIYPC ARGB-Q3 V2,,MicroATX Mini Tower,Micro ATX,Green,,False,Tempered Glass,38.6,2,False
SHARKOON Skiller SGC1 Window,,ATX Mid Tower,ATX,Green,,False,Acrylic,47.5,2,False
FSP Group CMT120,,ATX Mid Tower,ATX,Black,,False,Acrylic,34.5,2,False
Ocypus Gamma C72,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.0,2,False
Cougar MX330-G Pro,,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.1,2,False
Rosewill REDBONE U3,,ATX Mid Tower,ATX,Black / Red,,False,Solid,37.4,6,False
Chieftec BT-04B-U3-250VS (230V),5240.0,Mini ITX Tower,Mini ITX,Black,250.0,True,Solid,10.5,1,True
RAIJINTEK Metis Plus,,Mini ITX Tower,Mini ITX,Blue,,False,Acrylic,13.4,2,False
In Win Alice,,ATX Mid Tower,ATX,Gray / Black,,False,Solid,,1,False
SHARKOON MS-Y1000,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,26.2,1,False
Zalman M1,,Mini ITX Tower,Mini ITX,Black,,False,Solid,,3,False
Azza Apollo 430,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.3,4,False
RAIJINTEK METIS EVO TGS,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,22.3,2,False
Thermaltake Divider 300 TG Snow,,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.2,2,False
Chieftec UK-02W-OP,,ATX Mid Tower,ATX,White,,False,Solid,29.6,2,False
GameMax Brufen C3,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,42.2,2,False
GameMax Vega,1959.8,ATX Mid Tower,ATX,Gray / Black,,False,Tempered Glass,53.2,3,True
BitFenix Saber Mesh,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.3,2,False
Silverstone CS01-HS,3609.8,Mini ITX Tower,Mini ITX,Black,,False,Solid,,0,True
BitFenix Shogun,,ATX Mid Tower,ATX,Black,,False,Acrylic,74.2,6,False
In Win EM048,7024.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,1,True
SHARKOON S25-V,,ATX Mid Tower,ATX,Black,,False,Solid,43.9,3,False
In Win 303C,,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.6,2,False
be quiet! Silent Base 801,,ATX Mid Tower,ATX,Black / Orange,,False,Solid,,5,False
Cougar Gemini M,,MicroATX Mini Tower,Micro ATX,Silver,,False,Tempered Glass,35.7,2,False
Jonsbo UMX1 Plus,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,16.6,1,False
Jonsbo V4,,MicroATX Mini Tower,Micro ATX,,,False,Solid,19.2,2,False
Thermaltake H590 TG ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.1,2,False
KOLINK INSPIRE K3 ARGB,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,28.2,2,False
KOLINK Observatory Z Mesh,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.4,2,False
KOLINK Refine,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.6,2,False
Zalman P30 AIR,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,44.6,2,False
Antec ISK 300-65,,Mini ITX Desktop,Mini ITX,Black,65.0,True,Solid,6.9,0,False
Antec LanBoy Air,,ATX Mid Tower,ATX,Black,,False,Solid,58.5,6,False
Antec Three Hundred,,ATX Mid Tower,ATX,Black,430.0,True,Solid,43.5,6,False
Cooler Master Cosmos Pure,,ATX Full Tower,ATX,Black,,False,Solid,99.2,6,False
Cooler Master Elite 335,,ATX Mid Tower,ATX,Black,,False,Solid,36.9,6,False
Cooler Master Elite 341,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,26.8,2,False
Cooler Master Centurion 534,,ATX Mid Tower,ATX,Black,,False,Solid,42.0,4,False
Cooler Master USP 100,,ATX Mid Tower,ATX,Black / Red,550.0,True,Solid,52.5,6,False
Antec Fusion Remote,,HTPC,Mini ITX,Black,,False,Solid,25.6,2,False
Thermaltake Level 10,,ATX Full Tower,ATX,Black,,False,Solid,129.6,6,False
Thermaltake ARMOR A90,,ATX Mid Tower,ATX,Black / Silver,850.0,True,Acrylic,54.3,6,False
Rosewill R101-P,,MicroATX Mid Tower,Micro ATX,Black,450.0,True,Solid,25.3,4,False
Cooler Master Centurion 590,,ATX Mid Tower,ATX,Black,,False,Solid,46.9,0,False
Lian Li PC-Q07,,Mini ITX Tower,Mini ITX,Black,,False,Solid,11.2,1,False
Lian Li PC-Q08,,Mini ITX Tower,Mini ITX,Black,,False,Solid,21.2,6,False
Lian Li PC-7FN,,ATX Mid Tower,ATX,Black,,False,Solid,47.9,4,False
Lian Li PC-A05N,,ATX Mini Tower,ATX,Silver,,False,Solid,39.1,3,False
Lian Li PC-T7,,Mini ITX Test Bench,Mini ITX,Silver,,False,Solid,18.6,1,False
Lian Li PC-V2120,,ATX Full Tower,ATX,Silver,,False,Solid,93.5,10,False
Apevia X-Plorer2,,ATX Mid Tower,ATX,Black / Pink,,False,Acrylic,39.2,5,False
Apevia X-QPack2,,MicroATX Desktop,Micro ATX,Black / Green,500.0,True,Acrylic,24.2,2,False
HEC 7106BB,,ATX Desktop,ATX,Black,,False,Solid,28.7,2,False
HEC ITX200A,,HTPC,Mini ITX,Black,200.0,True,Solid,5.8,1,False
NZXT Tempest EVO,,ATX Mid Tower,ATX,Black,,False,Acrylic,61.8,8,False
Apex DM-317-A,,MicroATX Slim,Micro ATX,Black / Silver,275.0,True,Solid,12.9,1,False
Apex PC-375,,ATX Mid Tower,ATX,Black,300.0,True,Solid,33.2,4,False
Apex TM366BK,,MicroATX Mid Tower,Micro ATX,Black,300.0,True,Solid,25.0,1,False
Apex Vortex 3620,,ATX Mid Tower,ATX,Black,,False,Solid,33.2,5,False
Diablotek CPA-6170,,ATX Mid Tower,ATX,Black,,False,Solid,38.4,5,False
Foxconn DH-045(H+A)+MT-300,,MicroATX Slim,Micro ATX,Black,300.0,True,Solid,13.0,1,False
Foxconn TLM-436(H+A)+ISO-400-4SS,,MicroATX Mini Tower,Micro ATX,Black / Silver,300.0,True,Solid,25.7,4,False
Foxconn TS-001(H+A)+ISO-400-4SS,,ATX Mid Tower,ATX,Black / Silver,300.0,True,Solid,36.4,2,False
In Win BP655.200BL,,Mini ITX Desktop,Mini ITX,Black,200.0,True,Solid,8.1,0,False
In Win BQ656.AD80TBL,,Mini ITX Tower,Mini ITX,Black,80.0,True,Solid,3.3,0,False
In Win Maelstrom,,ATX Full Tower,ATX,Black,,False,Solid,74.1,6,False
In Win Matrix,,MicroATX Mini Tower,Micro ATX,White,300.0,True,Solid,17.8,1,False
Raidmax Icecube,,MicroATX Desktop,Micro ATX,Black,,False,Solid,33.1,4,False
XClio Godspeed One Advanced,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.3,5,False
Xigmatek Asgard II,,ATX Mid Tower,ATX,Black,,False,Solid,35.5,5,False
Zalman Z7,,ATX Mid Tower,ATX,Black,,False,Solid,48.4,5,False
Lian Li LanCool PC-K57,,ATX Mid Tower,ATX,Black,,False,Solid,47.1,3,False
Apevia X-Trooper-Jr,,ATX Mid Tower,ATX,Black,,False,Acrylic,29.8,3,False
Raidmax ATX-298WY,,ATX Mid Tower,ATX,Black / Yellow,,False,Acrylic,42.9,4,False
Sentey CS2-1333,,ATX Mid Tower,ATX,Black,,False,Solid,25.9,2,False
Diablotek ELITE,,ATX Mid Tower,ATX,Black,450.0,True,Solid,27.9,2,False
Sentey GS-6400R - ARVINA,,ATX Full Tower,ATX,Red / Black,,False,Solid,60.7,5,False
Apevia X-Dreamer,,ATX Mid Tower,ATX,Blue,420.0,True,Acrylic,36.0,5,False
Silverstone RV03B-W,,ATX Full Tower,ATX,Black / Silver,,False,Acrylic,69.4,4,False
Rosewill REDBONE,,ATX Mid Tower,ATX,Black / Red,,False,Solid,37.4,6,False
Sigma ZEN-WAR,,ATX Mid Tower,ATX,Blue / Silver,,False,Acrylic,74.1,3,False
Sentey GS-6000R,,ATX Mid Tower,ATX,Black,,False,Solid,42.5,4,False
Cooler Master Elite 371,,ATX Mid Tower,ATX,Black / Silver,400.0,True,Solid,38.7,5,False
In Win IW-BQ656T.AD80TBL,,HTPC,Mini ITX,Black,80.0,True,Solid,3.3,0,False
Thermaltake Commander MS-I Epic Edition,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,41.9,5,False
Thermaltake Level 10 GTS,,ATX Mid Tower,ATX,Black,,False,Solid,54.9,5,False
BitFenix Shinobi XL,,ATX Full Tower,ATX,Black,,False,Solid,77.2,7,False
Fractal Design Define R4,,ATX Mid Tower,ATX,White,,False,Solid,56.0,8,False
Diablotek PREDATOR,,ATX Mid Tower,ATX,Black,,False,Solid,39.7,5,False
Diablotek CITADEL,,ATX Mid Tower,ATX,Black,,False,Solid,31.6,5,False
MSI TC,,ATX Mid Tower,ATX,Black,,False,Acrylic,,2,False
Lian Li PC-A55,,ATX Mid Tower,ATX,Silver,,False,Solid,31.8,2,False
Gigabyte GZ-G2SGB,,ATX Mid Tower,ATX,Black,,False,Solid,33.8,6,False
BitFenix Ghost,,ATX Mid Tower,ATX,Black,,False,Solid,55.8,4,False
BitFenix Prodigy,,Mini ITX Tower,Mini ITX,Red,,False,Solid,36.0,5,False
Ultra Rogue M950,,ATX Full Tower,ATX,Black,,False,Solid,61.9,8,False
Thermaltake Level 10 GT Battle Edition,,ATX Full Tower,ATX,Green / Black,,False,Solid,96.7,5,False
Thermaltake Urban S21,,ATX Mid Tower,ATX,Black,,False,Acrylic,40.1,5,False
Cougar Archon,,ATX Mid Tower,ATX,Black / Orange,,False,Acrylic,,3,False
Rosewill THRONE,,ATX Full Tower,ATX,Black,,False,Solid,74.8,10,False
Xion XON-720P,,MicroATX Slim,Micro ATX,Black,300.0,True,Solid,10.4,1,False
Apevia X-Dreamer4,,ATX Mid Tower,ATX,Black / Green,,False,Acrylic,43.1,4,False
Raidmax ATX-605BT,,ATX Full Tower,ATX,Black,,False,Acrylic,75.6,6,False
Thermaltake Versa G2,,ATX Mid Tower,ATX,Black,,False,Acrylic,40.1,5,False
Thermaltake New Soprano Snow Edition,,ATX Mid Tower,ATX,White,,False,Solid,51.2,5,False
BitFenix Prodigy,,Mini ITX Tower,Mini ITX,Blue,,False,Acrylic,36.0,5,False
In Win H-Frame Mini,,Mini ITX Tower,Mini ITX,Black / Red,180.0,True,Solid,,0,False
Thermaltake Versa II,,ATX Mid Tower,ATX,Black,,False,Solid,,5,False
Antec GX500,,ATX Mid Tower,ATX,Black,,False,Solid,44.4,4,False
Aerocool GT-S,,ATX Full Tower,ATX,Black / Red,,False,Acrylic,,7,False
Cooler Master HAF Stacker 915F,,Mini ITX Tower,Mini ITX,Black,,False,Solid,32.4,3,False
Nanoxia NXDS6B,,ATX Full Tower,ATX,White,,False,Solid,,13,False
Cooler Master Elite 241,,ATX Mini Tower,ATX,Black,400.0,True,Solid,,2,False
Cooler Master Storm Scout 2,,ATX Mid Tower,ATX,Gunmetal,,False,Acrylic,61.6,7,False
Azza XT-1,,ATX Full Tower,ATX,Black / Red,,False,Acrylic,59.8,6,False
BitFenix Comrade,,ATX Mid Tower,ATX,Black / White,,False,Solid,37.0,3,False
Rosewill Legacy V4-B,,MicroATX Mini Tower,Micro ATX,Silver,,False,Solid,18.3,3,False
Rosewill THRONE-G-Window,,ATX Full Tower,ATX,Black / Red,,False,Acrylic,74.8,10,False
Supermicro CSE-732G-500B,,ATX Mid Tower,ATX,Black / Blue,500.0,True,Acrylic,64.7,3,False
Supermicro CSE-732G-903B,,ATX Mid Tower,ATX,Black / Blue,900.0,True,Acrylic,64.7,3,False
Xigmatek Aquila,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,,2,False
Corsair Carbide Series SPEC-03,,ATX Mid Tower,ATX,Black / White,,False,Acrylic,36.1,3,False
Gigabyte GZ-G3 PLUS,,ATX Mid Tower,ATX,Black / Red,,False,Solid,33.6,6,False
Cooler Master HAF 912 Advanced,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,,6,False
Cooler Master K350,,ATX Mid Tower,ATX,Black,,False,Acrylic,,6,False
Deepcool STEAM CASTLE,,MicroATX Mid Tower,Micro ATX,Yellow,,False,Acrylic,47.1,3,False
Lian Li PC-A61,,ATX Mid Tower,ATX,Silver,,False,Solid,57.4,6,False
Lian Li PC-Q01,,Mini ITX Tower,Mini ITX,Black,,False,Solid,13.2,2,False
Lian Li PC-V2130,,ATX Full Tower,ATX,Silver,,False,Solid,94.4,8,False
Azza SIRIUS,,ATX Mid Tower,ATX,Black,,False,Acrylic,38.3,3,False
DIYPC M88,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,21.1,3,False
In Win BK644.BH300TB3,,MicroATX Mini Tower,Micro ATX,Black / Silver,300.0,True,Solid,12.3,0,False
In Win BP655.FH300TB3,,Mini ITX Tower,Mini ITX,Black / Blue,300.0,True,Solid,8.1,2,False
Silverstone FT05,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,45.3,2,False
Thermaltake Versa H34,,ATX Mid Tower,ATX,Black,,False,Acrylic,49.3,3,False
Phanteks Enthoo EVOLV,,MicroATX Mini Tower,Micro ATX,White,,False,Acrylic,41.7,3,False
Fractal Design Define R5,,ATX Mid Tower,ATX,Silver,,False,Acrylic,54.2,8,False
BitFenix Prodigy M,,MicroATX Mini Tower,Micro ATX,Black / Green,,False,Acrylic,35.9,4,False
Aerocool Strike-X Xtreme,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,,6,False
Cooler Master N400,,ATX Mid Tower,ATX,Black,,False,Acrylic,40.2,7,False
NZXT H440,,ATX Mid Tower,ATX,Red,,False,Acrylic,53.3,8,False
Enermax ECA5030A,,ATX Full Tower,ATX,Black / Blue,,False,Solid,,5,False
Phanteks Enthoo Primo,,ATX Full Tower,ATX,Black / Orange,,False,Acrylic,,6,False
Raidmax Scorpio V,,ATX Mid Tower,ATX,Black,,False,Acrylic,54.6,8,False
Phanteks Enthoo EVOLV ITX,,Mini ITX Tower,Mini ITX,Black,,False,Solid,,2,False
Azza Nova 8000,,ATX Full Tower,ATX,White,,False,Acrylic,,6,False
DIYPC Cuboid,,MicroATX Mini Tower,Micro ATX,Black / Red,,False,Acrylic,,3,False
Logisys CS6801BK,,MicroATX Mini Tower,Micro ATX,Black,350.0,True,Solid,12.0,1,False
Deepcool Tristellar,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,,2,False
Xigmatek Mach II,,ATX Mid Tower,ATX,Black,,False,Solid,,3,False
Rosewill STAR PREDATOR,,ATX Mid Tower,ATX,Black,,False,Solid,,6,False
Raidmax ATX-404WU,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,3,False
Sentey Ss1-2429,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,,0,False
Sentey GS-6009,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,,3,False
Antec P70,,ATX Mid Tower,ATX,Black,,False,Solid,,4,False
DIYPC Skyline-07,,ATX Full Tower,ATX,Black / Blue,,False,Solid,69.2,3,False
DIYPC Skyline-07,,ATX Full Tower,ATX,Black / Green,,False,Solid,69.2,3,False
Cougar Solution 2,,ATX Mid Tower,ATX,Black,,False,Acrylic,,3,False
Silverstone ML08,,HTPC,Mini ITX,Black,,False,Solid,,0,False
be quiet! Silent Base 600,,ATX Mid Tower,ATX,Black / Orange,,False,Acrylic,,3,False
CiT Spectre,,ATX Mid Tower,ATX,White,,False,Acrylic,,4,False
Lian Li PC-Q21,,Mini ITX Tower,Mini ITX,Black,,False,Solid,,2,False
SHARKOON T28,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,6,False
BitFenix Nova,,ATX Mid Tower,ATX,White,,False,Solid,,4,False
Antec VSK3-500,,MicroATX Mini Tower,Micro ATX,Black,500.0,True,Solid,,2,False
DIYPC P48,,ATX Mid Tower,ATX,White,,False,Solid,,3,False
In Win Chopin,,HTPC,Mini ITX,Silver,150.0,True,Solid,,0,False
Silverstone FT01B-USB3.0,,ATX Mid Tower,ATX,Black,,False,Solid,,7,False
Thermaltake Core P3 SE,,ATX Mid Tower,ATX,Black,,False,Acrylic,80.1,2,False
Thermaltake Core P5,,ATX Mid Tower,ATX,Green,,False,Acrylic,115.4,3,False
Aerocool VS-1,,ATX Mid Tower,ATX,Black,,False,Solid,30.7,2,False
In Win 509,,ATX Full Tower,ATX,Black,,False,Tempered Glass,71.6,5,False
In Win 805 Infinity,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
NOX Coolbay TX,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,57.3,8,False
Aerocool P7-C1,,ATX Mid Tower,ATX,White,,False,Acrylic,60.2,2,False
SHARKOON DG7000,,ATX Mid Tower,ATX,Black / Green,,False,Acrylic,46.4,3,False
Cougar MX310,,ATX Mid Tower,ATX,Black / Orange,,False,Acrylic,49.6,3,False
Thermaltake Versa C22 RGB Snow Edition,,ATX Mid Tower,ATX,White,,False,Acrylic,52.2,2,False
RIOTORO CR1280 PRISM RGB,,ATX Full Tower,ATX,Black,,False,Acrylic,70.6,4,False
Thermaltake Core P5 TG Snow Edition,,ATX Mid Tower,ATX,White / Black,,False,Tinted Tempered Glass,115.4,3,False
Cooler Master MasterCase Maker 5t,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,75.6,2,False
Phanteks Eclipse P400,,ATX Mid Tower,ATX,Gray,,False,Tinted Tempered Glass,45.9,2,False
Raidmax Sigma,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Raidmax Sigma,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,2,False
Azza Onyx 260,,ATX Mid Tower,ATX,White / Black,,False,Acrylic,,3,False
SHARKOON DG7000-G,,ATX Mid Tower,ATX,Black / Blue,,False,Tempered Glass,,3,False
NZXT S340 Elite Hyper Beast,,ATX Mid Tower,ATX,Multicolor,,False,Tempered Glass,41.6,2,False
mean:it 4PM,,ATX Desktop,ATX,Black / Red,,False,Tempered Glass,48.0,3,False
mean:it 4PM,,ATX Desktop,ATX,Black,,False,Tempered Glass,48.0,3,False
Cooltek TG-01 RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.6,2,False
Deepcool D-Shield,,ATX Mid Tower,ATX,Black,,False,Acrylic,,3,False
Deepcool EARLKASE RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Azza Storm 6000W,,ATX Full Tower,ATX,White,,False,Tempered Glass,63.6,4,False
Apex 21N,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.4,2,False
Phanteks Enthoo EVOLV ITX TG,,Mini ITX Desktop,Mini ITX,White,,False,Tinted Tempered Glass,34.1,2,False
Xigmatek Prosper,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.3,2,False
Antec P280,,ATX Mid Tower,ATX,Black,,False,Acrylic,68.0,6,False
DIYPC Illusion II,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,,3,False
Lian Li PC-A41,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,5,False
DIYPC TG8,,ATX Mid Tower,ATX,Green / Black,,False,Tempered Glass,,2,False
Lian Li ALPHA 550W,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,56.5,4,False
Gigabyte AC300W,,ATX Mid Tower,ATX,Black,,False,Acrylic,,2,False
Aerocool QS-240,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,,2,False
SAMA Maxcool-W-15,,MicroATX Mid Tower,Micro ATX,White / Red,,False,Acrylic,,3,False
In Win X-Frame 2.0,,ATX Test Bench,ATX,Black / Green,,False,Solid,102.0,6,False
EVGA DG-75,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.3,2,False
DIYPC Model X,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,2,False
CiT F3,,MicroATX Mini Tower,Micro ATX,Black / Blue,,False,Acrylic,,2,False
KOLINK ROCKET,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,,0,False
Cooler Master MasterBox E500L,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,,2,False
Thermaltake Versa J24,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
be quiet! Silent Base 801,,ATX Mid Tower,ATX,Black / Silver,,False,Tempered Glass,,5,False
Silverstone RVZ03,,Mini ITX Desktop,Mini ITX,White,,False,Solid,,0,False
Fractal Design Define R6 USB-C,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,56.7,6,False
Fractal Design Define R6 USB-C,,ATX Mid Tower,ATX,Silver,,False,Tempered Glass,56.7,6,False
Fractal Design Define R6 USB-C,,ATX Mid Tower,ATX,White / Black,,False,Solid,56.7,6,False
Rosewill MAGNETAR,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,2,False
Rosewill PRISM T500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Antec P110 Silent,,ATX Mid Tower,ATX,Black,,False,Solid,,6,False
Silverstone RL07,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,,3,False
Cooler Master MasterBox CM694 Steel,,ATX Mid Tower,ATX,Black,,False,Solid,,6,False
Raidmax Magnus,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,85.7,2,False
iTek LUNAR 19R2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.9,3,False
GameMax Shadow,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.8,1,False
GameMax Titan RGB,,ATX Mid Tower,ATX,Black,,False,Acrylic,54.6,2,False
Aerocool Quartz Blue,,ATX Mid Tower,ATX,Black / Blue,,False,Tempered Glass,38.3,2,False
Jonsbo C3 Plus,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,31.2,4,False
Montech Flyer White,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,,2,False
BitFenix Nova Mesh TG,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.4,2,False
SHARKOON RGB LIT 200,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Tecware Vega L,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,1,False
Silverstone PS14-E,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.1,2,False
darkFlash DLM 21 Mesh,,MicroATX Mini Tower,Micro ATX,Green,,False,Tempered Glass,32.1,2,False
Antec Striker Phantom Gaming Edition,,Mini ITX Desktop,Mini ITX,White / Black,,False,Tempered Glass,,0,False
Enermax MarbleShell MS30,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Apevia Predator,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.7,3,False
Cougar MX331-T,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.5,2,False
Jonsbo A4 Ver1.1,,ATX Mini Tower,ATX,Silver,,False,Tempered Glass,15.7,1,False
darkFlash DLS 480,,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.7,2,False
Deepcool CL500 4F,,ATX Mid Tower,ATX,Black / Gray,,False,Tempered Glass,55.5,2,False
