name,price,rpm_min,rpm_max,noise_min_db,noise_max_db,color,radiator_size,cooler_type,price_available,brand
Corsair iCUE LINK TITAN 420 RX RGB,4399.8,300.0,1700.0,,,Black,420.0,AIO,True,Corsair
ID-COOLING DK-03 RGB PWM,,800.0,1600.0,16.0,20.2,,,Air,False,ID-COOLING
Alpenföhn Panorama 2,,500.0,3000.0,37.6,37.6,Black,,Air,False,Alpenföhn
CRYORIG A40,,600.0,2200.0,13.0,37.0,,240.0,AIO,False,CRYORIG
Cooler Master MasterAir MA612 Stealth ARGB,,650.0,1800.0,8.0,27.0,,,Air,False,Cooler Master
ARCTIC Freezer i11 CO,,500.0,2000.0,,,,,Air,False,ARCTIC
Thermaltake CLP0533,,1000.0,6000.0,21.0,48.0,,,Air,False,Thermaltake
Dynatron Q12,799.0,,,16.0,35.98,,,Air,True,Dynatron
Thermalright Silver Soul 135,2100.0,1850.0,1850.0,29.6,29.6,Black,,Air,True,Thermalright
be quiet! Dark Rock Pro TR4,,1200.0,1500.0,12.8,24.3,Black,,Air,False,be quiet!
Vantec VAF-1225,,1000.0,2200.0,20.0,32.0,,,Air,False,Desconocida
ID-COOLING DASHFLOW XT LITE,,500.0,2000.0,29.85,29.85,Black,360.0,AIO,False,ID-COOLING
upHere CCF150CF,,600.0,1800.0,16.1,27.7,Black,,Air,False,upHere
Cooler Master MasterLiquid Atmos II,,690.0,2500.0,36.0,36.0,Black,240.0,AIO,False,Cooler Master
upHere ACC92RD,,600.0,1700.0,16.1,27.7,Black,,Air,False,upHere
ARCTIC Liquid Freezer II 420 A-RGB,2380.0,200.0,1900.0,22.5,22.5,Black,420.0,AIO,True,ARCTIC
Enermax ETS-T50 AXE ARGB,,500.0,1600.0,14.0,24.0,White,,Air,False,Enermax
EK AIO 120 D-RGB,,450.0,2600.0,36.4,36.4,Black,120.0,AIO,False,EK
Dynatron R24,859.0,1500.0,7000.0,16.0,47.5,,,Air,True,Dynatron
Enermax Liqmax III 240 ARGB,,500.0,1600.0,14.0,27.0,Black,240.0,AIO,False,Enermax
ARCTIC Freezer A11,1360.0,500.0,2000.0,22.5,22.5,,,Air,True,ARCTIC
Akasa K25,,600.0,3000.0,28.71,28.71,,,Air,False,Akasa
CRYORIG M9i,,600.0,2200.0,26.4,26.4,,,Air,False,CRYORIG
ENDORFY Navis F360,,250.0,1800.0,,,Black,360.0,AIO,False,ENDORFY
Enermax ETS-F40-FS,495.79,300.0,1200.0,10.0,23.0,White,,Air,True,Enermax
be quiet! Silent Loop 2 240,,2200.0,2200.0,16.8,38.3,Black,240.0,AIO,False,be quiet!
Thermalright Mjolnir Vision 360 ARGB,2131.8,2150.0,2150.0,27.0,27.0,Black,360.0,AIO,True,Thermalright
Asus ROG STRIX LC 120 RGB,6220.0,800.0,2500.0,37.6,37.6,Black,120.0,AIO,True,ASUS
CRYORIG H7,,330.0,1600.0,25.0,25.0,,,Air,False,CRYORIG
GameMax Sigma 550 Infinity,,800.0,1800.0,32.5,32.5,White,,Air,False,GameMax
Asus ROG RYUO III 240 ARGB WHITE EDITION,2799.8,2200.0,2200.0,36.45,36.45,White,240.0,AIO,True,ASUS
be quiet! Light Loop,3585.6,1500.0,2900.0,17.2,36.8,White,360.0,AIO,True,be quiet!
Thermalright Frozen Infinity 360 ARGB,1051.8,2000.0,2000.0,28.2,28.2,White,360.0,AIO,True,Thermalright
Thermaltake A4022,,1300.0,1300.0,,,,,Air,False,Thermaltake
Corsair iCUE H100i ELITE CAPELLIX XT,,550.0,2100.0,5.0,34.1,White,240.0,AIO,False,Corsair
Thermaltake ASTRIA 400 ARGB,1059.8,500.0,1800.0,26.8,26.8,White,,Air,True,Thermaltake
Thermalright Frozen Warframe ARGB,,1750.0,1750.0,29.8,29.8,Black,420.0,AIO,False,Thermalright
Asus Prime LC 360 ARGB LCD,3199.8,800.0,2500.0,36.5,36.5,Black,360.0,AIO,True,ASUS
Corsair iCUE H100i RGB ELITE,,400.0,1850.0,5.0,28.9,Black,240.0,AIO,False,Corsair
Asus Prime LC 240 ARGB,1699.8,600.0,2200.0,,,Black,240.0,AIO,True,ASUS
NZXT Kraken X52,,500.0,2000.0,21.0,36.0,,240.0,AIO,False,NZXT
Gelid Solutions Liquid 240,,750.0,1800.0,29.6,29.6,Black,240.0,AIO,False,Gelid
Deepcool CASTLE R,,500.0,1800.0,32.0,32.0,Black,240.0,AIO,False,DeepCool
Jonsbo CR-1100,,600.0,1500.0,18.0,31.0,Gray / Black,,Air,False,Jonsbo
Vetroo U6 Pro,,700.0,1500.0,18.1,30.5,Black,,Air,False,Vetroo
In Win SR24,2240.0,500.0,2500.0,23.0,23.0,Black,240.0,AIO,True,In Win
Cooler Master GeminII M4,,500.0,1600.0,8.0,30.0,,,Air,False,Cooler Master
Cougar Poseidon Elite ARGB 360,3118.8,500.0,2200.0,33.5,33.5,White,360.0,AIO,True,Cougar
Fractal Design Lumen S24 RGB,,500.0,2000.0,10.0,33.2,Black,240.0,AIO,False,Fractal Design
ARCTIC Freezer 33 eSports Edition (Black/Green),,200.0,1800.0,24.4,24.4,,,Air,False,ARCTIC
Antec Symphony ARGB,3502.8,800.0,1600.0,20.0,35.0,White,360.0,AIO,True,Antec
Thermaltake TH240 ARGB Sync,,1500.0,1500.0,28.2,28.2,White,240.0,AIO,False,Thermaltake
ID-COOLING ZOOMFLOW XT V2,,500.0,1800.0,13.8,35.2,Black,360.0,AIO,False,ID-COOLING
Sapphire NITRO+ S240-A,,405.0,2400.0,17.9,36.2,Black / Silver,240.0,AIO,False,Desconocida
Gigabyte AORUS WATERFORCE II 240,3059.4,800.0,2300.0,12.8,36.9,Black,240.0,AIO,True,Gigabyte
Alphacool Eisbaer Pro Aurora,4299.0,,,31.5,31.5,Black,420.0,AIO,True,Alphacool
GAMDIAS CHIONE P2,,800.0,1800.0,,,Black,360.0,AIO,False,GAMDIAS
Azza CUBE 240,1599.6,500.0,2000.0,34.0,34.0,Black,240.0,AIO,True,Azza
Thermalright Assassin Spirit 120,,1500.0,1500.0,25.6,25.6,Gray / Silver,,Air,False,Thermalright
be quiet! Silent Loop 3,3160.0,1900.0,1900.0,19.4,34.3,Black,420.0,AIO,True,be quiet!
Thermalright Peerless Assassin 90 SE,467.8,2200.0,2200.0,23.85,23.85,Black,,Air,True,Thermalright
GameMax Sigma 550 Infinity,,800.0,1800.0,32.5,32.5,Black,,Air,False,GameMax
Vetroo V240,997.6,800.0,1800.0,30.8,30.8,White / Gray,240.0,AIO,True,Vetroo
NZXT T120 RGB,699.8,500.0,1800.0,17.2,27.5,White,,Air,True,NZXT
Scythe SCKDT-1000,,800.0,3300.0,8.2,32.5,,,Air,False,Scythe
Cougar Forza 50,,600.0,2000.0,34.5,34.5,Black,,Air,False,Cougar
Silverstone PF240-ARGB,,600.0,2200.0,7.4,35.6,Black,240.0,AIO,False,SilverStone
CRYORIG C7 Cu,2080.0,600.0,2500.0,30.0,30.0,White / Orange,,Air,True,CRYORIG
Azza Blizzard SP 240,,700.0,2200.0,36.0,36.0,Black,240.0,AIO,False,Azza
ID-COOLING SE-213i,,800.0,1600.0,16.0,20.2,,,Air,False,ID-COOLING
Lian Li Galahad II Lite RGB,1698.0,300.0,2500.0,34.8,34.8,Black,240.0,AIO,True,Lian Li
Enermax LIQMAX III RGB,,500.0,1600.0,14.0,27.0,Black,120.0,AIO,False,Enermax
Silverstone TD02,,1500.0,2500.0,16.0,33.5,,240.0,AIO,False,SilverStone
Gigabyte AORUS ATC800,,600.0,2000.0,18.0,31.0,Black,,Air,False,Gigabyte
Noctua NH-U9DX 1366,,1000.0,1600.0,7.9,17.6,,,Air,False,Noctua
Valkyrie SYN,2798.0,800.0,2150.0,29.0,29.0,White / Blue,360.0,AIO,True,Valkyrie
Silverstone HE01-V2,,500.0,2000.0,18.0,41.0,Silver / Black,,Air,False,SilverStone
Enermax Liqtech 240,,2500.0,2500.0,30.0,30.0,,240.0,AIO,False,Enermax
Zalman ALPHA2 A36,,600.0,2000.0,29.7,29.7,Black,360.0,AIO,False,Zalman
Phanteks GLACIER ONE 420D30,,250.0,1800.0,29.5,29.5,Black,420.0,AIO,False,Phanteks
ID-COOLING FROZN A610 BLACK,,500.0,2000.0,29.85,29.85,Black,,Air,False,ID-COOLING
Deepcool CAPTAIN 360EX WHITE RGB,,500.0,1800.0,17.6,31.3,,360.0,AIO,False,DeepCool
Cooler Master MasterLiquid 240 ATMOS Stealth,2199.79,1.0,2400.0,30.0,30.0,Black,240.0,AIO,True,Cooler Master
Thermaltake TH420 V2 Ultra ARGB Sync,4199.8,500.0,2000.0,34.7,34.7,Black,420.0,AIO,True,Thermaltake
Swiftech H240-X,,700.0,1800.0,8.3,28.8,,280.0,AIO,False,Desconocida
Corsair iCUE LINK H100i RGB,2399.79,480.0,2400.0,,,Black,240.0,AIO,True,Corsair
Zalman CNPS8X Optima,,1200.0,2100.0,18.2,30.0,,,Air,False,Zalman
Cooler Master Blizzard T2,,2200.0,2200.0,30.0,30.0,,,Air,False,Cooler Master
ID-COOLING AURAFLOW X 240 EVO,,700.0,1800.0,18.0,35.2,Black,240.0,AIO,False,ID-COOLING
LEPA AquaChanger 120,,500.0,2300.0,14.0,35.0,,120.0,AIO,False,Desconocida
Asus ROG Strix LC 360,4799.8,800.0,2500.0,37.6,37.6,Black,360.0,AIO,True,ASUS
Corsair iCUE H170i ELITE CAPELLIX XT,,500.0,1700.0,5.0,33.8,Black,420.0,AIO,False,Corsair
Cooler Master MasterLiquid 360L Core SF6 Chun-Li,,650.0,1750.0,27.2,27.2,White / Yellow,360.0,AIO,False,Cooler Master
Thermaltake TH120 ARGB Sync,1199.8,1500.0,1500.0,28.2,28.2,White,120.0,AIO,True,Thermaltake
Asus TUF Gaming LC RGB,,800.0,2000.0,29.0,29.0,Black,240.0,AIO,False,ASUS
Razer Hanbo Chroma,1599.6,,,,,Black,360.0,AIO,True,Razer
Scythe SCBYK-1000,,300.0,2300.0,7.2,28.26,Silver / Black,,Air,False,Scythe
Thermaltake Water 3.0 360 ARGB Sync Edition,,500.0,1500.0,25.8,25.8,Black,360.0,AIO,False,Thermaltake
EK AIO 240 D-RGB,,450.0,2600.0,36.4,36.4,Black,240.0,AIO,False,EK
ID-COOLING ZOOMFLOW 240 XT,,500.0,1500.0,13.8,30.5,Black,240.0,AIO,False,ID-COOLING
Alphacool Eisbaer 360,2799.0,550.0,1700.0,29.0,29.0,Black,360.0,AIO,True,Alphacool
be quiet! Pure Loop 120,1249.8,,,18.9,36.1,Black,120.0,AIO,True,be quiet!
ARCTIC Freezer 34 eSports DUO,,200.0,2100.0,24.4,24.4,Yellow / Black,,Air,False,ARCTIC
Xilence LQ120,1496.2,700.0,1600.0,18.0,32.5,Red / Black,120.0,AIO,True,Xilence
TEAMGROUP SIREN GD240E,,600.0,2200.0,14.3,35.6,Black,240.0,AIO,False,Desconocida
Thermalright Royal Knight 120,698.0,2150.0,2150.0,29.4,29.4,Black,,Air,True,Thermalright
Noua Siberus TR120,,800.0,1800.0,18.0,30.0,Black,120.0,AIO,False,Noua
Deepcool ASSASSIN II,,300.0,1400.0,17.8,27.3,,,Air,False,DeepCool
Xilence I402,,600.0,2200.0,14.0,23.8,Red / Black,,Air,False,Xilence
Zalman CNPS10X Performa,,900.0,2000.0,17.0,24.0,Silver / Black,,Air,False,Zalman
Inter-Tech ALSEYE W90,779.8,3000.0,3000.0,36.7,36.7,White / Black,,Air,True,Inter-Tech
ID-COOLING SE-224-XTS MINI,,700.0,1600.0,31.5,31.5,Black,,Air,False,ID-COOLING
Thermaltake A4021,935.6,2200.0,2200.0,18.0,18.0,,,Air,True,Thermaltake
BitFenix Cube ARGB,,2000.0,2000.0,34.0,34.0,White,360.0,AIO,False,BitFenix
Mars Gaming MCPU-XT,1327.2,800.0,1600.0,9.0,26.0,Black,,Air,True,Mars Gaming
be quiet! Pure Loop 2 FX,2369.79,,,8.0,32.3,Black,240.0,AIO,True,be quiet!
Thermaltake NiC L32,,500.0,1800.0,18.0,38.4,,,Air,False,Thermaltake
Deepcool GAMMAXX GTE V2,,500.0,1650.0,27.8,27.8,Black / White,,Air,False,DeepCool
Reeven Brontes,,650.0,2200.0,10.5,31.67,,,Air,False,Reeven
ID-COOLING FROSTFLOW+ 120,,700.0,1800.0,18.0,35.2,Black / White,120.0,AIO,False,ID-COOLING
Alpenföhn Glacier Water 360,,500.0,1600.0,23.5,23.5,Black,360.0,AIO,False,Alpenföhn
Thermaltake TH240 V2 ARGB Sync,1879.8,500.0,2000.0,25.8,25.8,White,240.0,AIO,True,Thermaltake
Reeven Vanxie,,800.0,3300.0,8.2,32.5,,,Air,False,Reeven
Thermalright Silver Arrow IB-E Extreme,,600.0,2500.0,21.0,45.0,,,Air,False,Thermalright
EK AIO 360 D-RGB,,450.0,2600.0,36.4,36.4,Black,360.0,AIO,False,EK
MSI MEG CORELIQUID S360,6000.0,,,22.7,22.7,Black,360.0,AIO,True,MSI
Montech METAL DT24 PREMIUM,2419.6,800.0,1950.0,26.0,26.0,Black / Silver,,Air,True,Montech
ID-COOLING DK-01,,800.0,2500.0,12.0,28.8,,,Air,False,ID-COOLING
Thermaltake TH280 V2 Ultra EX ARGB Sync,,500.0,2000.0,30.7,30.7,Black,280.0,AIO,False,Thermaltake
ADATA XPG LEVANTE 240,,600.0,2000.0,34.0,34.0,Black,240.0,AIO,False,ADATA
Zalman CNPS16X,499.6,800.0,1500.0,27.0,27.0,Black,,Air,True,Zalman
ID-COOLING SE-213 RAINBOW,,500.0,1600.0,16.0,20.2,,,Air,False,ID-COOLING
Thermalright Frozen Magic ARGB,,1500.0,1500.0,25.6,25.6,White,360.0,AIO,False,Thermalright
Jonsbo CR-3000E,,600.0,1600.0,22.0,34.0,Black,,Air,False,Jonsbo
NZXT Kraken Elite 280 RGB (2024),3999.8,500.0,2000.0,34.5,34.5,Black,280.0,AIO,True,NZXT
Iceberg Thermal IceSLEET G4 Silent,399.79,600.0,1200.0,20.5,20.5,Black / Gray,,Air,True,Iceberg Thermal
be quiet! Dark Rock 3,,400.0,1400.0,8.4,21.1,,,Air,False,be quiet!
Enermax LIQMAXFLO SR 120,1905.4,500.0,1800.0,23.46,23.46,Black,120.0,AIO,True,Enermax
EK EK-Nucleus AIO CR360 Lux D-RGB,,550.0,2300.0,36.0,36.0,Black,360.0,AIO,False,EK
Lian Li Galahad II Trinity,2999.8,2450.0,2450.0,35.4,35.4,White,360.0,AIO,True,Lian Li
KOLINK Umbra EX180 Black Edition,1058.19,800.0,1800.0,28.6,28.6,Black,,Air,True,KOLINK
RAIJINTEK Orcus 280 RGW,1399.8,400.0,1800.0,28.0,28.0,Black,280.0,AIO,True,RAIJINTEK
Masscool 5W1081F1M3,,2400.0,2400.0,31.0,31.0,,,Air,False,Masscool
ID-COOLING SE-903-XT-ARGB,,500.0,2200.0,25.8,25.8,White,,Air,False,ID-COOLING
Thermaltake Water 2.0 Performer,,1200.0,2000.0,10.0,27.36,,120.0,AIO,False,Thermaltake
Akasa SOHO 240 Dusk,,500.0,2000.0,14.5,31.8,Black,240.0,AIO,False,Akasa
Cooler Master Hyper T4,,1800.0,1800.0,15.1,31.6,,,Air,False,Cooler Master
Evercool HPL-815EP,500.0,1000.0,4000.0,12.0,40.0,,,Air,True,Evercool
Corsair iCUE H115i RGB Pro XT,,2200.0,2200.0,36.0,36.0,Black,280.0,AIO,False,Corsair
GameMax Ice Chill 240,,800.0,1900.0,28.8,28.8,Black,240.0,AIO,False,GameMax
Zalman CNPS90F,,2300.0,2300.0,29.0,29.0,,,Air,False,Zalman
Deepcool Maelstrom 240T,,600.0,1800.0,17.8,34.1,,240.0,AIO,False,DeepCool
Aerocool P7-L240,,600.0,1800.0,10.5,31.8,Black,240.0,AIO,False,Aerocool
PC Cooler DE360,,600.0,1850.0,16.0,33.8,Black,360.0,AIO,False,PC Cooler
TRYX PANORAMA ARGB (2024),6199.8,500.0,1850.0,27.86,27.86,White,240.0,AIO,True,TRYX
Intel BXTS15A,,1000.0,3850.0,,,,,Air,False,Intel
Thermalright Core Vision ARGB,1898.0,2000.0,2000.0,27.7,27.7,White,360.0,AIO,True,Thermalright
Jonsbo CR-201 HIVES (White),,800.0,1600.0,18.0,26.1,White,,Air,False,Jonsbo
BitFenix Cube ARGB,1198.0,2000.0,2000.0,34.0,34.0,Black,240.0,AIO,True,BitFenix
Alpenföhn Sella,,850.0,2200.0,14.0,29.8,,,Air,False,Alpenföhn
Phanteks PH-TC12LS_RGB,,,,25.0,25.0,Black / White,,Air,False,Phanteks
Cooler Master MasterLiquid PL360 FLUX,2599.8,,,32.0,32.0,Black,360.0,AIO,True,Cooler Master
ARCTIC Freezer 33 CO,980.0,,,22.5,22.5,,,Air,True,ARCTIC
Corsair iCUE H150i RGB ELITE,,400.0,1850.0,19.0,35.8,Black,360.0,AIO,False,Corsair
Corsair A115,,400.0,1600.0,5.0,33.9,Black,,Air,False,Corsair
Phanteks PH-TC14PE_BK,,900.0,1200.0,13.4,19.0,,,Air,False,Phanteks
Fractal Design Lumen S28 RGB V2,2399.79,500.0,1700.0,10.0,35.5,Black,280.0,AIO,True,Fractal Design
Jonsbo HP400S,,900.0,2800.0,20.2,34.0,Blue / Silver,,Air,False,Jonsbo
Zalman LQ-320,,900.0,2000.0,,,,120.0,AIO,False,Zalman
Rosewill RCX-Z2,,500.0,3400.0,17.0,34.2,,,Air,False,Rosewill
ID-COOLING IS-65-XT,,500.0,2200.0,32.3,32.3,Black,,Air,False,ID-COOLING
be quiet! Silent Loop 3,3098.8,2500.0,2500.0,19.8,38.8,Black,360.0,AIO,True,be quiet!
Alphacool Core Ocean T38,1870.0,,,0.0,36.0,Black,420.0,AIO,True,Alphacool
Enermax LIQMAXFLO SR 360,2611.6,500.0,1800.0,23.46,23.46,Black,360.0,AIO,True,Enermax
MSI MAG CORELIQUID 360R V2,,500.0,2000.0,14.3,34.3,White,360.0,AIO,False,MSI
Corsair H90,,1500.0,1500.0,35.0,35.0,,140.0,AIO,False,Corsair
Cooler Master Gemin II S524,,800.0,1800.0,15.1,31.6,,,Air,False,Cooler Master
Deepcool AK500S DIGITAL,,500.0,1850.0,28.0,28.0,Black,,Air,False,DeepCool
Evercool HPH-9525CU,240.0,1800.0,1800.0,20.0,20.0,,,Air,True,Evercool
ARCTIC Freezer 36 CO,787.0,200.0,1800.0,,,Black / Silver,,Air,True,ARCTIC
ENDORFY Fortis 5 Dual Fan,930.0,250.0,1400.0,,,Black / Silver,,Air,True,ENDORFY
ADATA XPG LEVANTE 360,3215.8,600.0,2000.0,34.0,34.0,Black,360.0,AIO,True,ADATA
Cougar Poseidon Elite ARGB 240,,500.0,2200.0,33.5,33.5,Black,240.0,AIO,False,Cougar
Xigmatek Dark Knight SD1483 Night Hawk,,800.0,1200.0,18.0,18.0,,,Air,False,Xigmatek
Cougar Poseidon Elite ARGB 360,,500.0,2200.0,33.5,33.5,Black,360.0,AIO,False,Cougar
ID-COOLING FX240 ARGB,,500.0,1800.0,35.2,35.2,White,240.0,AIO,False,ID-COOLING
Cooler Master Hyper 212 Halo SF6 Ryu,660.0,650.0,2050.0,27.0,27.0,White / Orange,,Air,True,Cooler Master
Enermax LiqTech TR4 240,,500.0,2300.0,14.0,28.0,,240.0,AIO,False,Enermax
SilentiumPC Spartan 4 MAX,,300.0,1600.0,,,Black / Silver,,Air,False,SilentiumPC
Phanteks PH-TC12DX_BK,,600.0,1800.0,21.9,27.6,,,Air,False,Phanteks
NZXT Kraken Elite RGB (2025),6699.8,500.0,2000.0,34.5,34.5,Black,420.0,AIO,True,NZXT
ID-COOLING ICEFLOW ARGB,,900.0,2000.0,16.0,31.5,Black,240.0,AIO,False,ID-COOLING
GAMDIAS CHIONE E2,,1200.0,2400.0,,,Black,120.0,AIO,False,GAMDIAS
Phanteks Glacier One 360 T30 Gen2,7768.4,1200.0,3000.0,11.1,39.7,Black / Gray,360.0,AIO,True,Phanteks
Thermalright AXP-100 Full Copper,,900.0,2500.0,,,Orange,,Air,False,Thermalright
Fractal Design Celsius+ S28 Prisma PWM ARGB,,500.0,1700.0,34.1,34.1,Black,280.0,AIO,False,Fractal Design
Corsair H50,,1700.0,1700.0,30.32,30.32,,120.0,AIO,False,Corsair
TRYX PANORAMA ARGB (2024),,500.0,1450.0,27.07,27.07,Black,280.0,AIO,False,TRYX
TUNIQ Tower 120 Extreme,,1000.0,2000.0,16.0,20.0,,,Air,False,Desconocida
Zalman ALPHA2 A36,,600.0,2000.0,29.7,29.7,White,360.0,AIO,False,Zalman
Thermalright SI-100,538.0,2000.0,2000.0,27.7,27.7,Black,,Air,True,Thermalright
Razer Hanbo Chroma,1199.8,,,,,Black,240.0,AIO,True,Razer
Cooler Master Hyper 212 LED Turbo ARGB,,650.0,1800.0,27.0,27.0,Black,,Air,False,Cooler Master
Corsair A500,2199.79,2400.0,2400.0,36.0,36.0,Black / Silver,,Air,True,Corsair
ENDORFY Fortis 5 Black ARGB,,,,,,Black,,Air,False,ENDORFY
Enermax ETS-T40F-BK,,800.0,1800.0,16.0,26.0,,,Air,False,Enermax
ID-COOLING SL360,2599.8,500.0,2000.0,29.9,29.9,White,360.0,AIO,True,ID-COOLING
MSI MAG CORELIQUID 240R V2,3562.2,500.0,2000.0,14.3,34.3,White,240.0,AIO,True,MSI
MSI MAG CORELIQUID RH,,500.0,2000.0,14.3,34.3,Black,240.0,AIO,False,MSI
Deepcool CAPTAIN 240EX RGB,,500.0,1800.0,17.6,31.3,,240.0,AIO,False,DeepCool
Thermalright Frozen Notte ARGB,978.0,2000.0,2000.0,27.7,27.7,White,240.0,AIO,True,Thermalright
Cooler Master MasterLiquid 120L Core,1199.8,650.0,1750.0,27.2,27.2,Black,120.0,AIO,True,Cooler Master
Inter-Tech ALSEYE H360,,800.0,2000.0,13.5,35.2,Black,360.0,AIO,False,Inter-Tech
Antec KUHLER Flow,,,,,,,,Air,False,Antec
Jonsbo HX6250,1916.6,400.0,1800.0,28.0,38.0,Black,,Air,True,Jonsbo
Logisys IC221PWM,,900.0,2400.0,17.8,26.4,,,Air,False,Logisys
NZXT Kraken Elite 240,7085.8,500.0,1800.0,17.9,30.6,Black,240.0,AIO,True,NZXT
Ocypus Iota A62,,500.0,2000.0,29.0,29.0,White,,Air,False,Ocypus
RAIJINTEK TRITON BLUE,,1000.0,2600.0,21.6,36.6,,240.0,AIO,False,RAIJINTEK
TRYX PANORAMA ARGB (2024),,500.0,1850.0,27.86,27.86,White,360.0,AIO,False,TRYX
Titan TTC-NC55TZ/RB,,1800.0,2200.0,28.8,38.0,,,Air,False,Titan
Thermalright Frozen Magic 360,,1500.0,1500.0,25.6,25.6,Black,360.0,AIO,False,Thermalright
Phanteks Glacier One 280MP,,500.0,2000.0,18.0,39.1,Black / White,280.0,AIO,False,Phanteks
Aerocool Cylon 4,1271.59,800.0,1800.0,14.0,26.0,Black,,Air,True,Aerocool
Corsair iCUE H60x RGB ELITE,,1500.0,1500.0,7.0,28.0,Black,120.0,AIO,False,Corsair
Silverstone Krypton KR02,673.0,800.0,2800.0,13.6,34.8,Black / Silver,,Air,True,SilverStone
Thermalright Core Matrix,,2150.0,2150.0,27.0,27.0,White,360.0,AIO,False,Thermalright
Zalman CNPS12X,,850.0,1200.0,22.0,24.0,,,Air,False,Zalman
In Win Nebula NR24,,400.0,1800.0,25.0,25.0,Black / White,240.0,AIO,False,In Win
Thermaltake TH120 V2 ARGB Sync,1399.6,500.0,2000.0,25.8,25.8,Black,120.0,AIO,True,Thermaltake
KOLINK Umbra Void,2052.6,2200.0,2200.0,30.0,30.0,Black,120.0,AIO,True,KOLINK
ID-COOLING DASHFLOW 360,,900.0,2000.0,16.0,31.5,Black,360.0,AIO,False,ID-COOLING
NZXT Kraken X72,,500.0,2000.0,21.0,36.0,Black,360.0,AIO,False,NZXT
Thermalright Peerless Assassin 120 White ARGB,907.8,1550.0,1550.0,25.6,25.6,White,,Air,True,Thermalright
Deepcool ASSASSIN IV,,500.0,1700.0,22.6,29.3,Black,,Air,False,DeepCool
Cooler Master MasterLiquid 360L Core ARGB,1600.2,350.0,1750.0,27.2,27.2,White,360.0,AIO,True,Cooler Master
PC Cooler RZ400 V2,519.79,500.0,2200.0,32.0,32.0,Black,,Air,True,PC Cooler
Xigmatek Loki II,,1200.0,2800.0,20.0,28.0,,,Air,False,Xigmatek
Zalman CNPS9900NT,,1000.0,2000.0,19.5,38.0,,,Air,False,Zalman
ARCTIC Freezer i30,,400.0,1350.0,22.5,22.5,,,Air,False,ARCTIC
Vetroo V360,999.8,800.0,1800.0,30.8,30.8,White / Gray,360.0,AIO,True,Vetroo
Corsair NAUTILUS 360 RS,2099.79,2100.0,2100.0,34.0,34.0,Black,360.0,AIO,True,Corsair
Geometric Future Eskimo Pro 42,2198.0,2400.0,2400.0,34.2,34.2,Black,420.0,AIO,True,Geometric Future
Mars Gaming MCPU-XU9,,800.0,2000.0,9.0,23.0,Black,,Air,False,Mars Gaming
Cooler Master MasterLiquid ML240P Mirage,,2000.0,2000.0,27.0,27.0,Black,240.0,AIO,False,Cooler Master
Silverstone NT06-E,,,,0.0,0.0,,,Air,False,SilverStone
Intel BXTS13X,2680.4,800.0,2200.0,21.0,35.0,,120.0,AIO,True,Intel
Thermaltake CL-P0503,259.0,2900.0,2900.0,29.58,29.58,,,Air,True,Thermaltake
Evercool HPM-12025,,800.0,2500.0,15.0,35.0,,,Air,False,Evercool
Rosewill RCX-Z300,,,,,,,,Air,False,Rosewill
Thermalright Frozen Edge,1098.0,2150.0,2150.0,28.1,28.1,White,360.0,AIO,True,Thermalright
NZXT Kraken 120,1781.8,500.0,2000.0,21.0,36.0,Black,120.0,AIO,True,NZXT
Antec C400,,800.0,1900.0,20.3,34.5,,,Air,False,Antec
Deepcool Castle 240 RGB V2,,500.0,1800.0,30.0,30.0,Black,240.0,AIO,False,DeepCool
RAIJINTEK Orcus 140 RGW,2178.6,400.0,1800.0,28.0,28.0,Black,140.0,AIO,True,RAIJINTEK
ZEROtherm CF800-MK III,,900.0,2600.0,30.0,30.0,,,Air,False,ZEROtherm
ARCTIC Liquid Freezer III Pro 360,1699.8,600.0,3000.0,,,Black,360.0,AIO,True,ARCTIC
Thermaltake TOUGHAIR 510,1199.8,500.0,1200.0,23.6,23.6,Teal,,Air,True,Thermaltake
MSI MAG CORELIQUID A13,1599.8,,,,,Black,240.0,AIO,True,MSI
Zalman ALPHA2 A24,,600.0,2000.0,29.7,29.7,White,240.0,AIO,False,Zalman
Gigabyte AORUS WATERFORCE 280,3796.39,950.0,2150.0,17.1,36.5,Black,280.0,AIO,True,Gigabyte
Cooler Master Seidon 240M,,600.0,2400.0,19.0,40.0,,240.0,AIO,False,Cooler Master
ID-COOLING SE-224-XT-R,,700.0,1800.0,15.2,32.5,,,Air,False,ID-COOLING
be quiet! Pure Loop 2,2198.0,,,15.4,33.8,Black,280.0,AIO,True,be quiet!
Masscool 8WA743,,800.0,2800.0,20.0,34.0,,,Air,False,Masscool
Xigmatek Balder SD1283,,1000.0,2200.0,28.0,28.0,,,Air,False,Xigmatek
Cougar FORZA 135,1799.8,500.0,1500.0,38.5,38.5,Black / Silver,,Air,True,Cougar
EVGA CLC 120,,500.0,2400.0,16.0,39.9,,120.0,AIO,False,EVGA
Enermax AQUAFUSION ADV 240,,500.0,2000.0,15.0,32.6,Black,240.0,AIO,False,Enermax
PC Cooler RZ620,999.8,500.0,2200.0,28.0,32.0,White,,Air,True,PC Cooler
Syba CL-CNL-EOLE802,254.0,2200.0,2200.0,25.0,25.0,,,Air,True,Desconocida
Swiftech H140-X,,700.0,1800.0,8.3,28.8,,140.0,AIO,False,Desconocida
